Time [ms],Column 0
109460,32.71
109563,32.71
109661,32.61
109764,32.61
109866,32.71
109964,32.61
110067,32.8
110165,32.52
110268,32.8
110366,32.61
110469,32.61
110571,32.71
110669,32.8
110771,32.61
110870,32.52
110972,32.61
111070,32.52
111173,32.52
111275,32.52
111373,32.52
111476,32.71
111574,32.61
111677,32.61
111775,32.8
111877,32.61
111980,32.71
112078,32.71
112180,32.71
112279,32.8
112381,32.52
112480,32.61
112582,32.61
112685,32.71
112782,32.61
112885,32.52
112983,32.8
113086,32.61
113184,32.71
113286,32.8
113389,32.71
113488,32.71
113589,32.8
113688,32.8
113790,32.8
113888,32.71
113991,32.9
114093,32.8
114192,32.71
114294,32.9
114392,32.9
114495,32.8
114593,32.9
114695,32.61
114798,32.8
114896,32.8
114999,32.8
115097,32.71
115199,32.61
115298,32.71
115400,32.61
115502,32.52
115601,32.71
115703,32.43
115801,32.61
115904,32.71
116002,32.71
116105,32.71
116207,32.9
116306,32.71
116408,32.71
116506,32.9
116609,32.8
116707,32.9
116809,32.8
116911,32.99
117010,32.71
117112,32.8
117211,32.9
117313,32.8
117411,32.8
117514,32.8
117616,32.71
117715,32.71
117817,32.61
117915,32.71
118017,32.52
118116,32.71
118218,32.71
118321,32.52
118419,32.71
118522,32.61
118620,32.8
118722,32.71
118821,32.8
118923,32.71
119025,32.71
119123,32.9
119226,32.8
119324,32.71
119427,32.71
119525,32.33
119627,32.71
119730,32.71
119828,32.61
119930,32.8
120029,32.8
120132,32.9
120230,32.8
120332,32.8
120434,32.71
120533,32.71
120635,32.71
120733,32.61
120836,32.61
120934,32.71
121036,32.71
121139,32.61
121238,32.8
121339,32.9
121438,32.8
121540,32.71
121638,32.8
121742,32.71
121843,32.9
121942,32.9
122044,32.8
122142,32.9
122245,32.9
122343,32.9
122446,32.8
122548,32.8
122646,32.8
122749,32.9
122847,32.8
122949,32.8
123048,32.61
123151,32.8
123252,32.71
123351,32.8
123453,32.71
123551,32.61
123654,32.71
123753,32.71
123855,32.71
123957,32.61
124055,32.61
124158,32.71
124256,32.61
124358,32.61
124457,32.61
124559,32.52
124662,32.43
124760,32.43
124862,32.33
124961,32.24
125063,32.15
125161,32.05
125264,31.96
125366,31.87
125465,31.77
125567,31.77
125665,31.68
125768,31.59
125866,31.49
125968,31.4
126071,31.31
126169,31.31
126271,31.22
126370,31.22
126472,31.12
126571,31.12
126673,31.03
126775,30.94
126874,30.94
126976,30.85
127074,30.75
127177,30.66
127275,30.57
127377,30.57
127480,30.48
127578,30.48
127681,30.39
127779,30.39
127881,30.29
127980,30.29
128082,30.2
128184,30.2
128283,30.11
128386,30.11
128483,30.02
128586,30.02
128684,30.02
128786,29.93
128889,29.93
128988,29.84
129090,29.84
129188,29.84
129291,29.75
129389,29.75
129491,29.75
129593,29.66
129692,29.56
129794,29.66
129892,29.56
129995,29.56
130093,29.47
130196,29.47
130298,29.38
130396,29.38
130499,29.38
130597,29.38
130700,29.29
130798,29.29
130900,29.2
131003,29.2
131101,29.2
131203,29.11
131302,29.11
131404,29.11
131502,29.11
131605,29.02
131707,28.93
131806,28.93
131908,28.93
132006,28.93
132109,28.84
132207,28.84
132309,28.75
132412,28.75
132510,28.66
132613,28.66
132711,28.66
132813,28.57
132911,28.57
133014,28.48
133116,28.39
133215,28.39
133317,28.39
133415,28.3
133518,28.3
133616,28.3
133718,28.3
133821,28.3
133919,28.21
134021,28.21
134120,28.12
134222,28.21
134321,28.12
134423,28.12
134525,28.12
134624,28.03
134726,28.03
134824,28.03
134927,27.94
135025,27.94
135127,27.94
135230,27.85
135328,27.67
135431,27.67
135529,27.58
135631,27.49
135730,27.49
135832,27.4
135934,27.49
136033,27.4
136135,27.4
136234,27.4
136336,27.31
136434,27.31
136537,27.22
136639,27.22
136738,27.22
136840,27.31
136938,27.31
137041,27.22
137139,27.22
137241,27.22
137343,27.13
137442,27.13
137544,27.04
137642,27.13
137745,27.04
137843,27.04
137946,27.04
138048,27.04
138147,26.95
138249,26.95
138347,26.95
138450,26.95
138548,26.95
138651,26.86
138753,26.86
138851,26.77
138953,26.77
139052,26.77
139154,26.77
139252,26.77
139355,26.77
139457,26.77
139555,26.69
139658,26.77
139757,26.69
139859,26.69
139957,26.69
140059,26.6
140162,26.6
140260,26.69
140362,26.6
140461,26.6
140563,26.6
140662,26.6
140764,26.6
140866,26.6
140965,26.6
141067,26.6
141165,26.51
141268,26.6
141366,26.6
141469,26.6
141571,26.6
141669,26.51
141772,26.51
141870,26.51
141973,26.6
142071,26.51
142173,26.51
142275,26.51
142374,26.51
142476,26.51
142574,26.51
142677,26.51
142775,26.51
142878,26.42
142980,26.42
143078,26.42
143181,26.42
143279,26.42
143381,26.42
143480,26.42
143582,26.42
143684,26.42
143783,26.42
143885,26.42
143983,26.42
144086,26.42
144184,26.42
144287,26.42
144389,26.42
144488,26.51
144590,26.42
144688,26.42
144790,26.42
144889,26.42
144991,26.42
145093,26.33
145192,26.33
145294,26.42
145393,26.33
145495,26.42
145593,26.42
145696,26.42
145798,26.33
145896,26.33
145999,26.33
146097,26.33
146200,26.33
146302,26.33
146400,26.33
146503,26.33
146601,26.33
146703,26.33
146802,26.33
146904,26.33
147007,26.33
147105,26.33
147207,26.33
147306,26.24
147408,26.33
147506,26.24
147609,26.33
147711,26.24
147809,26.24
147912,26.33
148010,26.24
148113,26.24
148211,26.24
148313,26.24
148416,26.24
148514,26.24
148616,26.24
148715,26.24
148817,26.24
148915,26.24
149018,26.24
149120,26.24
149219,26.24
149321,26.24
149419,26.24
149522,26.24
149620,26.24
149722,26.24
149825,26.24
149923,26.24
150025,26.24
150124,26.24
150226,26.24
150325,26.24
150427,26.24
150530,26.24
150628,26.24
150730,26.33
150828,26.24
150931,26.24
151029,26.24
151132,26.24
151234,26.24
151333,26.24
151434,26.24
151533,26.24
151635,26.24
151734,26.24
151836,26.33
151938,26.33
152037,26.33
152139,26.33
152237,26.24
152340,26.33
152438,26.33
152540,26.33
152643,26.24
152741,26.33
152844,26.24
152942,26.24
153044,26.33
153143,26.33
153245,26.24
153347,26.33
153446,26.33
153548,26.33
153647,26.33
153749,26.33
