08:33:10	-00000	-00002
08:33:11	+00000	-00002
08:33:12	+00001	-00002
08:33:13	+00001	-00002
08:33:14	+00003	-00002
08:33:15	+00000	+00002
08:33:16	+00001	-00006
08:33:17	-00010	-00003
08:33:18	-00005	+00048
08:33:19	-00003	+00041
08:33:20	-00003	+00037
08:33:21	-00003	-00020
08:33:22	-01724	+00135
08:33:23	-00872	+00096
08:33:24	-00872	+00095
08:33:25	-00872	+00095
08:33:26	-00872	+00095
08:33:27	-00871	+00095
08:33:28	-00871	+00095
08:33:29	-00871	+00092
08:33:30	-00871	+00092
08:33:31	-00872	+00091
08:33:32	-00868	+00089
08:33:33	-00865	+00436
08:33:34	-00866	+00203
08:33:35	-00846	+02042
08:33:36	-00849	+02161
08:33:37	-00856	+00619
08:33:38	-00861	+01740
08:33:39	-00865	+01618
08:33:40	-00881	+01943
08:33:41	-00873	+01991
08:33:42	-00866	+00087
08:33:43	-00860	+00085
08:33:44	-00861	+00178
08:33:45	-00862	+02289
08:33:46	-00856	+01363
08:33:47	-00851	+01629
08:33:48	-00177	+01927
08:33:49	-00781	+01900
08:33:50	-00815	+02414
08:33:51	+01484	+00096
08:33:52	+00999	+00082
08:33:53	+01040	-00014
08:33:54	+00695	+00065
08:33:55	+01327	+00041
08:33:56	+01527	+00034
08:33:57	+01401	+00034
08:33:58	+01426	+00033
08:33:59	+01406	+00032
08:34:00	+01256	+00042
08:34:01	+02088	+00029
08:34:02	+02210	+00029
08:34:03	-00861	+00037
08:34:04	-00856	+00036
08:34:05	-00856	+00036
08:34:06	-00855	+00036
08:34:07	-00857	+00036
08:34:08	-00858	+00036
08:34:09	-00857	+00036
08:34:10	-00857	+00036
08:34:11	-00856	+00036
08:34:12	-00863	+00038
08:34:13	-00858	+00040
08:34:14	-00857	+00040
08:34:15	-00857	+00039
08:34:16	-00861	+00040
08:34:17	-00862	+00040
08:34:18	-00859	+00039
08:34:19	-00860	+00039
08:34:20	-00859	+00039
08:34:21	-00858	+00039
08:34:22	-00858	+00039
08:34:23	-00859	+00039
08:34:24	-00859	+00039
08:34:25	-00860	+00039
08:34:26	-00860	+00039
08:34:27	-00860	+00049
08:34:28	-00860	+00049
08:34:29	-00860	+00049
08:34:30	-00859	+00048
08:34:31	-00859	+00048
08:34:32	-00859	+00048
08:34:33	-00859	+00048
