D Time (seconds)	Pitot Pressure (PSIG)	Plenum Pressure (PSIG)	Tank Pressure (PSIG)			Pitot Pressure (Static Pressure) (PSIA)	Plenum Pressure(Total Pressure) (PSIA)	Tank Pressure (PSIA)	P/Po	Mach	A/A*	A* (in^2)	Average A*	Average Mach	Mach Angle	Pitot Pressure ()	Plenum Pressure 	Mach #	Mach Angle
13.088	0.608	65.471	79.967	-13.433		1.2889	80.0859	93.8779	0.016093969	3.356883458	5.938350919	3.879865019	#DIV/0!	#DIV/0!	0.302487153	14.9479	16.6909	0.400087535	#REF!
13.118	0.629	65.39	79.182	-13.407		1.2839	80.1539	93.9519	0.016017935	3.360162672	5.956685057	3.867923145	#DIV/0!	#DIV/0!	0.302182622	14.9479	16.6909	0.400087535	#REF!
13.146	0.621	65.458	79.256	-13.412		1.2759	79.9879	94.4789	0.015951163	3.363056374	5.97290794	3.857417565	#DIV/0!	#DIV/0!	0.301914409	14.9479	16.6909	0.400087535	#REF!
13.176	0.696	65.292	79.783	-13.42		1.2459	79.9969	94.2339	0.015574354	3.379635074	6.066654837	3.797809604	#DIV/0!	#DIV/0!	0.300387036	14.9479	16.6909	0.400087535	#REF!
13.206	0.65	65.301	79.538	-13.45		1.2419	79.9709	94.2709	0.015529399	3.381641852	6.078095635	3.790660987	#DIV/0!	#DIV/0!	0.300203219	14.9479	16.6909	0.400087535	#REF!
13.234	0.612	65.275	79.575	-13.454		1.2839	79.8439	94.4539	0.016080126	3.357479228	5.941677933	3.877692507	#DIV/0!	#DIV/0!	0.302431779	14.9479	16.6909	0.400087535	#REF!
13.263	0.633	65.148	79.758	-13.412		1.2419	79.8059	94.3069	0.015561506	3.380207943	6.069918747	3.795767449	#DIV/0!	#DIV/0!	0.300334539	14.9479	16.6909	0.400087535	#REF!
13.292	0.608	65.11	79.611	-13.454		1.2629	79.7889	94.3559	0.015828016	3.368427574	6.003130367	3.83799761	#DIV/0!	#DIV/0!	0.301417842	14.9479	16.6909	0.400087535	#REF!
13.321	0.621	65.093	79.66	-13.433		1.2679	79.7129	94.0009	0.015905832	3.365028304	5.983986877	3.850275823	#DIV/0!	#DIV/0!	0.301731911	14.9479	16.6909	0.400087535	#REF!
13.35	0.692	65.017	79.305	-13.428		1.2629	79.6449	94.4049	0.015856634	3.367175369	5.996071716	3.842515749	#DIV/0!	#DIV/0!	0.30153346	14.9479	16.6909	0.400087535	#REF!
13.384	0.612	64.949	79.709	-13.433		1.2549	79.5849	94.5029	0.015768067	3.371058713	6.017987462	3.828522433	#DIV/0!	#DIV/0!	0.301175198	14.9479	16.6909	0.400087535	#REF!
13.413	0.621	64.889	79.807	-13.441		1.2549	79.5639	93.8049	0.015772228	3.370875707	6.016952973	3.829180667	#DIV/0!	#DIV/0!	0.301192062	14.9479	16.6909	0.400087535	#REF!
13.443	0.583	64.868	79.109	-13.441		1.2679	79.5389	94.2339	0.015940628	3.36351411	5.975477932	3.855758529	#DIV/0!	#DIV/0!	0.301872027	14.9479	16.6909	0.400087535	#REF!
13.472	0.596	64.843	79.538	-13.428		1.2589	79.4709	94.3069	0.015841019	3.367858331	5.999920591	3.840050822	#DIV/0!	#DIV/0!	0.30147039	14.9479	16.6909	0.400087535	#REF!
13.501	0.612	64.775	79.611	-13.437		1.2589	79.3729	93.5969	0.015860577	3.367003008	5.995100727	3.843138097	#DIV/0!	#DIV/0!	0.301549381	14.9479	16.6909	0.400087535	#REF!
13.531	0.701	64.677	78.901	-13.437		1.2289	79.3939	93.7799	0.015478519	3.383920708	6.091112082	3.782560506	#DIV/0!	#DIV/0!	0.299994758	14.9479	16.6909	0.400087535	#REF!
13.561	0.608	64.698	79.084	-13.467		1.2459	79.3049	93.2409	0.015710252	3.37360638	6.032406081	3.819371523	#DIV/0!	#DIV/0!	0.300940631	14.9479	16.6909	0.400087535	#REF!
13.59	0.667	64.609	78.545	-13.45		1.2459	79.3179	93.8909	0.015707678	3.373720081	6.033050331	3.818963665	#DIV/0!	#DIV/0!	0.300930171	14.9479	16.6909	0.400087535	#REF!
13.619	0.575	64.622	79.195	-13.45		1.2549	79.2539	93.7559	0.015833921	3.368168994	6.001672117	3.838930143	#DIV/0!	#DIV/0!	0.30144171	14.9479	16.6909	0.400087535	#REF!
13.649	0.579	64.558	79.06	-13.441		1.2459	79.1949	93.5719	0.015732074	3.372643608	6.026953428	3.822826951	#DIV/0!	#DIV/0!	0.301029231	14.9479	16.6909	0.400087535	#REF!
13.678	0.646	64.499	78.876	-13.45		1.2419	79.1309	93.6699	0.015694248	3.374313414	6.036413304	3.816836065	#DIV/0!	#DIV/0!	0.300875599	14.9479	16.6909	0.400087535	#REF!
13.708	0.659	64.435	78.974	-13.454		1.2339	79.0759	93.0819	0.015603996	3.378315268	6.059141527	3.802518871	#DIV/0!	#DIV/0!	0.300508052	14.9479	16.6909	0.400087535	#REF!
13.737	0.659	64.38	78.386	-13.462		1.2719	79.0159	92.9589	0.01609676	3.356763397	5.937680665	3.880302983	#DIV/0!	#DIV/0!	0.302498315	14.9479	16.6909	0.400087535	#REF!
13.765	0.667	64.32	78.263	-13.424		1.2289	79.0589	93.0449	0.015544107	3.380984589	6.074346303	3.793000737	#DIV/0!	#DIV/0!	0.300263398	14.9479	16.6909	0.400087535	#REF!
13.795	0.596	64.363	78.349	-13.467		1.2289	78.9149	92.9349	0.015572471	3.379718978	6.06713278	3.797510428	#DIV/0!	#DIV/0!	0.300379346	14.9479	16.6909	0.400087535	#REF!
13.826	0.667	64.219	78.239	-13.467		1.2629	78.9059	93.3879	0.01600514	3.360716161	5.959784863	3.865911359	#DIV/0!	#DIV/0!	0.302131282	14.9479	16.6909	0.400087535	#REF!
13.86	0.621	64.21	78.692	-13.433		1.2339	78.8379	92.6899	0.015651102	3.376223446	6.047251194	3.809995527	#DIV/0!	#DIV/0!	0.30070006	14.9479	16.6909	0.400087535	#REF!
13.894	0.646	64.142	77.994	-13.462		1.2509	78.7829	92.5919	0.015877811	3.366250286	5.990862046	3.845857211	#DIV/0!	#DIV/0!	0.301618932	14.9479	16.6909	0.400087535	#REF!
13.927	0.671	64.087	77.896	-13.445		1.2169	78.6979	93.5349	0.015462928	3.384620619	6.095115098	3.780076279	#DIV/0!	#DIV/0!	0.299930791	14.9479	16.6909	0.400087535	#REF!
13.958	0.608	64.002	78.839	-13.479		1.2589	78.6469	92.9719	0.016006988	3.360636196	5.959336926	3.866201942	#DIV/0!	#DIV/0!	0.302138698	14.9479	16.6909	0.400087535	#REF!
13.99	0.638	63.951	78.276	-13.437		1.2509	78.5409	93.2529	0.015926734	3.364118305	5.978871818	3.853569821	#DIV/0!	#DIV/0!	0.301816102	14.9479	16.6909	0.400087535	#REF!
14.021	0.608	63.845	78.557	-13.445		1.2549	78.4689	93.1679	0.015992323	3.361271082	5.96289421	3.863895482	#DIV/0!	#DIV/0!	0.302079828	14.9479	16.6909	0.400087535	#REF!
14.051	0.667	63.773	78.472	-13.441		1.2249	78.3839	93.2529	0.015626934	3.377295822	6.053344061	3.806160656	#DIV/0!	#DIV/0!	0.300601596	14.9479	16.6909	0.400087535	#REF!
14.08	0.604	63.688	78.557	-13.471		1.2169	78.4859	92.6529	0.015504696	3.382747271	6.084406349	3.786729334	#DIV/0!	#DIV/0!	0.300102063	14.9479	16.6909	0.400087535	#REF!
14.109	0.571	63.79	77.957	-13.479		14.6959	14.6959	14.6959	1	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	14.9479	16.6909	0.400087535	#REF!
