D Time (seconds)	Pitot Pressure (PSIG)	Plenum Pressure (PSIG)	Tank Pressure (PSIG)			Pitot Pressure (Static Pressure) (PSIA)	Plenum Pressure(Total Pressure) (PSIA)	Tank Pressure (PSIA)	P/Po	Mach	A/A*	A* (in^2)	Average A*	Average Mach	Mach Angle	Pitot Pressure ()	Plenum Pressure 	Mach #	Mach Angle
5.179	0.684	50.531	99.134	-7.431		7.0439	66.7379	113.4989	0.105545724	2.122678162	1.873367518	12.29870796	#DIV/0!	#DIV/0!	0.49054079	14.9479	16.6909	0.400087535	#REF!
5.208	0.646	52.042	98.803	-7.652		7.0569	68.0789	113.5969	0.103657668	2.134224218	1.892284439	12.17575937	#DIV/0!	#DIV/0!	0.487653647	14.9479	16.6909	0.400087535	#REF!
5.236	0.663	53.383	98.901	-7.639		7.0779	69.3859	113.8179	0.102007757	2.144484998	1.909309018	12.06719278	#DIV/0!	#DIV/0!	0.485117635	14.9479	16.6909	0.400087535	#REF!
5.265	0.671	54.69	99.122	-7.618		6.9289	70.7229	113.2049	0.09797251	2.170287994	1.953020016	11.79711411	#DIV/0!	#DIV/0!	0.478860721	14.9479	16.6909	0.400087535	#REF!
5.294	0.612	56.027	98.509	-7.767		6.6579	71.9069	113.5729	0.092590558	2.206393182	2.016384382	11.42639281	#DIV/0!	#DIV/0!	0.470383733	14.9479	16.6909	0.400087535	#REF!
5.323	0.696	57.211	98.877	-8.038		6.3139	73.1209	113.0459	0.086348773	2.250983013	2.098284966	10.98039607	#DIV/0!	#DIV/0!	0.460337337	14.9479	16.6909	0.400087535	#REF!
5.351	0.646	58.425	98.35	-8.382		5.9909	74.2629	113.6829	0.080671506	2.294438866	2.182110665	10.55858457	#DIV/0!	#DIV/0!	0.450967386	14.9479	16.6909	0.400087535	#REF!
5.384	0.659	59.567	98.987	-8.705		5.6769	75.3029	113.0709	0.075387535	2.337745959	2.269727005	10.15100052	#DIV/0!	#DIV/0!	0.442015888	14.9479	16.6909	0.400087535	#REF!
5.412	0.646	60.607	98.375	-9.019		5.3839	76.3599	113.3649	0.070506902	2.380568779	2.360508434	9.760609056	#DIV/0!	#DIV/0!	0.433519896	14.9479	16.6909	0.400087535	#REF!
5.44	0.579	61.664	98.669	-9.312		5.1249	77.3699	112.6539	0.066238938	2.42056257	2.449143383	9.407370822	#DIV/0!	#DIV/0!	0.425885233	14.9479	16.6909	0.400087535	#REF!
5.469	0.667	62.674	97.958	-9.571		4.8879	78.1889	112.6909	0.062513989	2.457679637	2.534839849	9.089331623	#DIV/0!	#DIV/0!	0.419044551	14.9479	16.6909	0.400087535	#REF!
5.498	0.663	63.493	97.995	-9.808		4.5909	79.0969	112.9479	0.058041466	2.505363256	2.649954296	8.694489575	#DIV/0!	#DIV/0!	0.410582754	14.9479	16.6909	0.400087535	#REF!
5.527	0.587	64.401	98.252	-10.105		4.3739	79.9929	112.7399	0.054678603	2.543776172	2.746933591	8.387534403	#DIV/0!	#DIV/0!	0.404018366	14.9479	16.6909	0.400087535	#REF!
5.557	0.583	65.297	98.044	-10.322		4.1539	80.6719	113.2669	0.051491288	2.582505398	2.848677181	8.08796453	#DIV/0!	#DIV/0!	0.3976154	14.9479	16.6909	0.400087535	#REF!
5.585	0.583	65.976	98.571	-10.542		3.9709	81.4269	112.2489	0.04876644	2.617637308	2.944519685	7.824705711	#DIV/0!	#DIV/0!	0.391985309	14.9479	16.6909	0.400087535	#REF!
5.613	0.667	66.731	97.553	-10.725		3.7499	81.9959	113.0709	0.045732774	2.659233886	3.062500103	7.523265054	#DIV/0!	#DIV/0!	0.3855277	14.9479	16.6909	0.400087535	#REF!
5.642	0.633	67.3	98.375	-10.946		3.5549	82.7219	113.0949	0.04297411	2.699635471	3.181911452	7.2409306	#DIV/0!	#DIV/0!	0.379461555	14.9479	16.6909	0.400087535	#REF!
5.67	0.612	68.026	98.399	-11.141		3.3979	83.3629	112.9599	0.040760338	2.734067581	3.287545539	7.00826794	#DIV/0!	#DIV/0!	0.374444319	14.9479	16.6909	0.400087535	#REF!
5.7	0.6	68.667	98.264	-11.298		3.2199	83.9949	112.0529	0.03833447	2.774123412	3.415046768	6.746613315	#DIV/0!	#DIV/0!	0.368776254	14.9479	16.6909	0.400087535	#REF!
5.729	0.659	69.299	97.357	-11.476		3.0459	84.5379	112.8249	0.036029994	2.814720677	3.549489879	6.491073586	#DIV/0!	#DIV/0!	0.363208286	14.9479	16.6909	0.400087535	#REF!
5.758	0.579	69.842	98.129	-11.65		2.8849	84.9159	112.8249	0.033973614	2.853325297	3.682360769	6.256855709	#DIV/0!	#DIV/0!	0.358071046	14.9479	16.6909	0.400087535	#REF!
5.787	0.688	70.22	98.129	-11.811		2.7699	85.4629	112.2619	0.032410555	2.884355597	3.792817267	6.074640137	#DIV/0!	#DIV/0!	0.354048343	14.9479	16.6909	0.400087535	#REF!
5.817	0.65	70.767	97.566	-11.926		2.6299	86.0359	112.2489	0.030567472	2.923044425	3.935227289	5.854807946	#DIV/0!	#DIV/0!	0.349160482	14.9479	16.6909	0.400087535	#REF!
5.846	0.684	71.34	97.553	-12.066		2.4899	86.4179	112.2979	0.028812318	2.962256824	4.085028576	5.640107424	#DIV/0!	#DIV/0!	0.344345268	14.9479	16.6909	0.400087535	#REF!
5.875	0.571	71.722	97.602	-12.206		2.3619	86.8219	111.9799	0.027203966	3.000483047	4.236516435	5.438430454	#DIV/0!	#DIV/0!	0.339779992	14.9479	16.6909	0.400087535	#REF!
5.905	0.596	72.126	97.284	-12.334		2.2689	87.1649	111.6369	0.026029973	3.029935365	4.357007239	5.288033445	#DIV/0!	#DIV/0!	0.336345995	14.9479	16.6909	0.400087535	#REF!
5.935	0.638	72.469	96.941	-12.427		2.1499	87.5639	111.9309	0.024552355	3.069083532	4.522386736	5.094654957	#DIV/0!	#DIV/0!	0.331889681	14.9479	16.6909	0.400087535	#REF!
5.964	0.575	72.868	97.235	-12.546		2.1039	87.8529	111.8939	0.023947986	3.085825684	4.594972109	5.014176246	#DIV/0!	#DIV/0!	0.33002045	14.9479	16.6909	0.400087535	#REF!
5.993	0.654	73.157	97.198	-12.592		1.9679	88.1289	111.9549	0.022329792	3.132974883	4.805527365	4.794478993	#DIV/0!	#DIV/0!	0.324869854	14.9479	16.6909	0.400087535	#REF!
6.022	0.65	73.433	97.259	-12.728		1.9039	88.3489	112.1509	0.021549787	3.157024983	4.916495916	4.686264444	#DIV/0!	#DIV/0!	0.322305208	14.9479	16.6909	0.400087535	#REF!
6.052	0.671	73.653	97.455	-12.792		1.8359	88.6639	111.7959	0.020706285	3.184105611	5.044403015	4.567438393	#DIV/0!	#DIV/0!	0.319466327	14.9479	16.6909	0.400087535	#REF!
6.083	0.571	73.968	97.1	-12.86		1.8019	88.8289	111.7589	0.020285065	3.198075231	5.11162802	4.507370237	#DIV/0!	#DIV/0!	0.318021705	14.9479	16.6909	0.400087535	#REF!
6.111	0.654	74.133	97.063	-12.894		1.7429	88.9899	111.3549	0.019585369	3.221983033	5.228673358	4.406471474	#DIV/0!	#DIV/0!	0.315579985	14.9479	16.6909	0.400087535	#REF!
6.139	0.675	74.294	96.659	-12.953		1.6789	89.1859	110.9499	0.018824725	3.249037038	5.364208268	4.295135246	#DIV/0!	#DIV/0!	0.312862568	14.9479	16.6909	0.400087535	#REF!
6.169	0.6	74.49	96.254	-13.017		1.6449	89.3809	111.5509	0.018403261	3.264538126	5.443366358	4.232674871	#DIV/0!	#DIV/0!	0.311326929	14.9479	16.6909	0.400087535	#REF!
6.199	0.629	74.685	96.855	-13.051		1.6279	89.5509	110.6189	0.018178488	3.272961981	5.486847991	4.199132186	#DIV/0!	#DIV/0!	0.310498822	14.9479	16.6909	0.400087535	#REF!
6.228	0.667	74.855	95.923	-13.068		1.5859	89.7329	110.9869	0.017673562	3.292301266	5.587921871	4.123178622	#DIV/0!	#DIV/0!	0.308614526	14.9479	16.6909	0.400087535	#REF!
6.257	0.571	75.037	96.291	-13.11		1.5769	89.7249	111.1829	0.017574832	3.29615228	5.608258087	4.108227482	#DIV/0!	#DIV/0!	0.308242082	14.9479	16.6909	0.400087535	#REF!
6.286	0.654	75.029	96.487	-13.119		1.5479	89.8859	111.1829	0.017220721	3.31015867	5.682814158	4.05432931	#DIV/0!	#DIV/0!	0.306895154	14.9479	16.6909	0.400087535	#REF!
6.316	0.625	75.19	96.487	-13.148		1.4749	89.9959	111.3669	0.016388524	3.344335742	5.868685072	3.925922028	#DIV/0!	#DIV/0!	0.303658208	14.9479	16.6909	0.400087535	#REF!
6.346	0.591	75.3	96.671	-13.221		1.4799	90.1149	110.4969	0.016422367	3.342909674	5.860816269	3.931193019	#DIV/0!	#DIV/0!	0.303791884	14.9479	16.6909	0.400087535	#REF!
6.376	0.575	75.419	95.801	-13.216		1.4799	90.0679	111.5629	0.016430937	3.342549072	5.858828099	3.932527053	#DIV/0!	#DIV/0!	0.303825705	14.9479	16.6909	0.400087535	#REF!
6.405	0.642	75.372	96.867	-13.216		1.4579	90.3479	110.7169	0.016136512	3.355055923	5.928156161	3.886537293	#DIV/0!	#DIV/0!	0.302657142	14.9479	16.6909	0.400087535	#REF!
6.436	0.629	75.652	96.021	-13.238		1.4499	90.4039	110.6439	0.016038025	3.359294615	5.95182657	3.871080538	#DIV/0!	#DIV/0!	0.302263175	14.9479	16.6909	0.400087535	#REF!
6.465	0.642	75.708	95.948	-13.246		1.4749	90.4759	110.9139	0.016301579	3.348014047	5.889027255	3.912360905	#DIV/0!	#DIV/0!	0.303313965	14.9479	16.6909	0.400087535	#REF!
6.494	0.617	75.78	96.218	-13.221		1.4419	90.4839	110.7419	0.015935432	3.363740004	5.976746611	3.85494007	#DIV/0!	#DIV/0!	0.301851115	14.9479	16.6909	0.400087535	#REF!
6.524	0.583	75.788	96.046	-13.254		1.4799	90.5099	109.7489	0.016350698	3.345933441	5.877512712	3.920025549	#DIV/0!	#DIV/0!	0.303508586	14.9479	16.6909	0.400087535	#REF!
6.553	0.654	75.814	95.053	-13.216		1.4539	90.5609	109.9329	0.01605439	3.358588356	5.947876404	3.87365144	#DIV/0!	#DIV/0!	0.302328746	14.9479	16.6909	0.400087535	#REF!
6.583	0.608	75.865	95.237	-13.242		1.4499	90.5389	110.6559	0.016014111	3.360328057	5.957611138	3.867321896	#DIV/0!	#DIV/0!	0.302167279	14.9479	16.6909	0.400087535	#REF!
6.612	0.604	75.843	95.96	-13.246		1.4579	90.6329	109.9329	0.01608577	3.357236259	5.940320891	3.87857835	#DIV/0!	#DIV/0!	0.302454359	14.9479	16.6909	0.400087535	#REF!
6.64	0.65	75.937	95.237	-13.238		1.4669	90.6839	109.3689	0.016175969	3.353365596	5.918741458	3.892719451	#DIV/0!	#DIV/0!	0.302814541	14.9479	16.6909	0.400087535	#REF!
6.668	0.608	75.988	94.673	-13.229		1.4579	90.6119	109.5529	0.016089498	3.357075819	5.939424946	3.879163422	#DIV/0!	#DIV/0!	0.302469272	14.9479	16.6909	0.400087535	#REF!
6.698	0.675	75.916	94.857	-13.238		1.4669	90.6629	109.7859	0.016179716	3.353205317	5.917849471	3.893306194	#DIV/0!	#DIV/0!	0.302829475	14.9479	16.6909	0.400087535	#REF!
6.727	0.671	75.967	95.09	-13.229		1.4329	90.6369	109.8109	0.015809234	3.36925073	6.007774729	3.835030613	#DIV/0!	#DIV/0!	0.301341888	14.9479	16.6909	0.400087535	#REF!
6.755	0.654	75.941	95.115	-13.263		1.4369	90.5989	110.3869	0.015860016	3.367027531	5.99523887	3.843049543	#DIV/0!	#DIV/0!	0.301547116	14.9479	16.6909	0.400087535	#REF!
6.785	0.625	75.903	95.691	-13.259		1.4629	90.7219	109.6389	0.016125103	3.355545514	5.930885696	3.884748616	#DIV/0!	#DIV/0!	0.302611583	14.9479	16.6909	0.400087535	#REF!
6.815	0.701	76.026	94.943	-13.233		1.4799	90.7089	109.7619	0.016314827	3.347452206	5.885915808	3.91442908	#DIV/0!	#DIV/0!	0.303366495	14.9479	16.6909	0.400087535	#REF!
6.844	0.646	76.013	95.066	-13.216		1.4329	90.8069	109.3689	0.015779638	3.370550017	6.015112347	3.830352398	#DIV/0!	#DIV/0!	0.301222079	14.9479	16.6909	0.400087535	#REF!
6.874	0.621	76.111	94.673	-13.263		1.4329	90.6839	110.0069	0.015801041	3.369610169	6.009803789	3.83373581	#DIV/0!	#DIV/0!	0.301308734	14.9479	16.6909	0.400087535	#REF!
6.903	0.596	75.988	95.311	-13.263		1.4579	90.7729	109.3819	0.016060961	3.358304992	5.946292218	3.874683442	#DIV/0!	#DIV/0!	0.302355063	14.9479	16.6909	0.400087535	#REF!
6.932	0.583	76.077	94.686	-13.238		1.4459	90.6409	109.6269	0.01595196	3.363021746	5.972713562	3.857543102	#DIV/0!	#DIV/0!	0.301917616	14.9479	16.6909	0.400087535	#REF!
6.961	0.604	75.945	94.931	-13.25		1.4629	90.7219	108.5729	0.016125103	3.355545514	5.930885696	3.884748616	#DIV/0!	#DIV/0!	0.302611583	14.9479	16.6909	0.400087535	#REF!
6.99	0.638	76.026	93.877	-13.233		1.4669	90.6709	108.5729	0.016178289	3.35326638	5.918189283	3.893082647	#DIV/0!	#DIV/0!	0.302823785	14.9479	16.6909	0.400087535	#REF!
7.019	0.65	75.975	93.877	-13.229		1.4499	90.6239	109.4669	0.015999091	3.360978016	5.961251906	3.864959972	#DIV/0!	#DIV/0!	0.302107	14.9479	16.6909	0.400087535	#REF!
7.052	0.663	75.928	94.771	-13.246		1.4249	90.5989	108.8059	0.015727564	3.372842459	6.028079241	3.822112995	#DIV/0!	#DIV/0!	0.301010927	14.9479	16.6909	0.400087535	#REF!
7.082	0.566	75.903	94.11	-13.271		1.4459	90.5729	109.1369	0.015963936	3.3625018	5.969795635	3.859428598	#DIV/0!	#DIV/0!	0.301965774	14.9479	16.6909	0.400087535	#REF!
7.111	0.579	75.877	94.441	-13.25		1.4249	90.5899	108.5359	0.015729127	3.372773553	6.027689103	3.822360378	#DIV/0!	#DIV/0!	0.30101727	14.9479	16.6909	0.400087535	#REF!
7.139	0.612	75.894	93.84	-13.271		1.4289	90.5179	109.4179	0.015785828	3.370278054	6.013575763	3.831331126	#DIV/0!	#DIV/0!	0.301247149	14.9479	16.6909	0.400087535	#REF!
7.168	0.638	75.822	94.722	-13.267		1.4329	90.5729	109.0379	0.015820405	3.368761006	6.005011231	3.836795489	#DIV/0!	#DIV/0!	0.301387071	14.9479	16.6909	0.400087535	#REF!
7.198	0.629	75.877	94.342	-13.263		1.4369	90.6329	108.4749	0.015854066	3.36728761	5.996704098	3.842110537	#DIV/0!	#DIV/0!	0.301523093	14.9479	16.6909	0.400087535	#REF!
7.227	0.667	75.937	93.779	-13.259		1.4369	90.5179	107.7029	0.015874208	3.366407569	5.991747495	3.845288878	#DIV/0!	#DIV/0!	0.301604396	14.9479	16.6909	0.400087535	#REF!
7.257	0.625	75.822	93.007	-13.259		1.4459	90.6029	107.8739	0.01595865	3.362731232	5.971083039	3.85859648	#DIV/0!	#DIV/0!	0.301944522	14.9479	16.6909	0.400087535	#REF!
7.287	0.701	75.907	93.178	-13.25		1.4329	90.4329	108.8059	0.015844897	3.367688623	5.998963974	3.840663171	#DIV/0!	#DIV/0!	0.301486059	14.9479	16.6909	0.400087535	#REF!
7.316	0.621	75.737	94.11	-13.263		1.4499	90.3529	108.4129	0.016047078	3.358903834	5.949640594	3.872502823	#DIV/0!	#DIV/0!	0.302299453	14.9479	16.6909	0.400087535	#REF!
7.346	0.608	75.657	93.717	-13.246		1.4459	90.3609	108.1559	0.01600139	3.360878481	5.960694221	3.865321579	#DIV/0!	#DIV/0!	0.30211623	14.9479	16.6909	0.400087535	#REF!
7.378	0.625	75.665	93.46	-13.25		1.4029	90.3189	108.1929	0.01553274	3.381492481	6.077243365	3.791192588	#DIV/0!	#DIV/0!	0.300216894	14.9479	16.6909	0.400087535	#REF!
7.409	0.633	75.623	93.497	-13.293		1.4329	90.3569	107.6539	0.015858224	3.367105832	5.995679966	3.842766814	#DIV/0!	#DIV/0!	0.301539883	14.9479	16.6909	0.400087535	#REF!
7.438	0.638	75.661	92.958	-13.263		1.4079	90.2339	107.9839	0.015602783	3.378369189	6.059448312	3.802326353	#DIV/0!	#DIV/0!	0.300503106	14.9479	16.6909	0.400087535	#REF!
7.468	0.608	75.538	93.288	-13.288		1.4329	90.1789	107.7149	0.015889526	3.365739109	5.987985134	3.847704943	#DIV/0!	#DIV/0!	0.301666183	14.9479	16.6909	0.400087535	#REF!
7.498	0.642	75.483	93.019	-13.263		1.4289	90.0389	108.0209	0.015869807	3.36659975	5.992829575	3.844594563	#DIV/0!	#DIV/0!	0.301586638	14.9479	16.6909	0.400087535	#REF!
7.526	0.671	75.343	93.325	-13.267		1.4119	90.0639	108.4379	0.015676647	3.375091898	6.040828375	3.814046447	#DIV/0!	#DIV/0!	0.300804028	14.9479	16.6909	0.400087535	#REF!
7.556	0.621	75.368	93.742	-13.284		1.4029	90.1359	107.7269	0.015564276	3.380084402	6.069214735	3.796207748	#DIV/0!	#DIV/0!	0.300345859	14.9479	16.6909	0.400087535	#REF!
7.589	0.571	75.44	93.031	-13.293		1.4199	90.0469	107.7519	0.01576845	3.37104187	6.017892242	3.828583011	#DIV/0!	#DIV/0!	0.30117675	14.9479	16.6909	0.400087535	#REF!
7.623	0.591	75.351	93.056	-13.276		1.4119	89.9919	107.6899	0.01568919	3.374537056	6.03768135	3.816034445	#DIV/0!	#DIV/0!	0.300855035	14.9479	16.6909	0.400087535	#REF!
7.651	0.608	75.296	92.994	-13.284		1.4329	90.0259	106.6119	0.015916531	3.364562355	5.981367286	3.851962085	#DIV/0!	#DIV/0!	0.301775014	14.9479	16.6909	0.400087535	#REF!
7.679	0.591	75.33	91.916	-13.263		1.4419	89.8859	106.9179	0.016041448	3.359146817	5.95099972	3.871618398	#DIV/0!	#DIV/0!	0.302276895	14.9479	16.6909	0.400087535	#REF!
7.709	0.667	75.19	92.222	-13.254		1.4329	89.9329	106.7829	0.01593299	3.363846174	5.977342975	3.85455546	#DIV/0!	#DIV/0!	0.301841288	14.9479	16.6909	0.400087535	#REF!
7.739	0.65	75.237	92.087	-13.263		1.4079	89.9449	106.9549	0.015652916	3.376143003	6.046794376	3.810283361	#DIV/0!	#DIV/0!	0.300707449	14.9479	16.6909	0.400087535	#REF!
7.768	0.587	75.249	92.259	-13.288		1.4459	89.9239	106.4649	0.016079151	3.35752121	5.941912444	3.877539465	#DIV/0!	#DIV/0!	0.302427878	14.9479	16.6909	0.400087535	#REF!
7.798	0.638	75.228	91.769	-13.25		1.4029	89.7289	107.8129	0.015634873	3.376943321	6.051340637	3.807420766	#DIV/0!	#DIV/0!	0.300633955	14.9479	16.6909	0.400087535	#REF!
7.828	0.583	75.033	93.117	-13.293		1.4119	89.7369	107.0409	0.015733773	3.372568699	6.026529375	3.823095942	#DIV/0!	#DIV/0!	0.301036127	14.9479	16.6909	0.400087535	#REF!
7.858	0.629	75.041	92.345	-13.284		1.4029	89.6909	107.1759	0.015641498	3.376649382	6.049670525	3.808471867	#DIV/0!	#DIV/0!	0.300660943	14.9479	16.6909	0.400087535	#REF!
7.887	0.612	74.995	92.48	-13.293		1.4029	89.6519	106.5749	0.015648302	3.376347589	6.047956236	3.809551376	#DIV/0!	#DIV/0!	0.300688658	14.9479	16.6909	0.400087535	#REF!
7.915	0.571	74.956	91.879	-13.293		1.4079	89.5209	106.9919	0.015727054	3.372864966	6.028206679	3.822032194	#DIV/0!	#DIV/0!	0.301008856	14.9479	16.6909	0.400087535	#REF!
7.945	0.638	74.825	92.296	-13.288		1.4369	89.5249	107.0159	0.016050283	3.358765514	5.948867035	3.873006384	#DIV/0!	#DIV/0!	0.302312296	14.9479	16.6909	0.400087535	#REF!
7.974	0.629	74.829	92.32	-13.259		1.4499	89.4829	106.2559	0.016203096	3.352206099	5.91229147	3.896966196	#DIV/0!	#DIV/0!	0.302922607	14.9479	16.6909	0.400087535	#REF!
8.003	0.663	74.787	91.56	-13.246		1.4369	89.4869	105.9009	0.016057099	3.358471522	5.94722318	3.87407691	#DIV/0!	#DIV/0!	0.302339596	14.9479	16.6909	0.400087535	#REF!
8.032	0.68	74.791	91.205	-13.259		1.4029	89.4529	106.4769	0.015683114	3.374805787	6.039205378	3.815071447	#DIV/0!	#DIV/0!	0.300830328	14.9479	16.6909	0.400087535	#REF!
8.061	0.684	74.757	91.781	-13.293		1.4079	89.2699	106.9919	0.015771273	3.370917694	6.017190302	3.829029637	#DIV/0!	#DIV/0!	0.301188193	14.9479	16.6909	0.400087535	#REF!
8.091	0.65	74.574	92.296	-13.288		1.4329	89.2699	106.0239	0.016051323	3.358720654	5.948616172	3.873169714	#DIV/0!	#DIV/0!	0.302316461	14.9479	16.6909	0.400087535	#REF!
8.121	0.696	74.574	91.328	-13.263		1.3739	89.1809	106.5749	0.015405765	3.387193394	6.109850811	3.770959507	#DIV/0!	#DIV/0!	0.299695898	14.9479	16.6909	0.400087535	#REF!
8.15	0.617	74.485	91.879	-13.322		1.3949	89.2579	106.2319	0.015627748	3.377259641	6.053138397	3.806289975	#DIV/0!	#DIV/0!	0.300604917	14.9479	16.6909	0.400087535	#REF!
8.178	0.591	74.562	91.536	-13.301		1.3949	89.2279	105.5699	0.015633003	3.37702636	6.051812531	3.807123879	#DIV/0!	#DIV/0!	0.300626331	14.9479	16.6909	0.400087535	#REF!
8.208	0.612	74.532	90.874	-13.301		1.3989	89.2149	105.9009	0.015680116	3.374938398	6.039957579	3.814596328	#DIV/0!	#DIV/0!	0.300818138	14.9479	16.6909	0.400087535	#REF!
8.237	0.579	74.519	91.205	-13.297		1.3949	89.1769	105.4229	0.015641943	3.376629618	6.049558242	3.808542554	#DIV/0!	#DIV/0!	0.300662758	14.9479	16.6909	0.400087535	#REF!
8.267	0.621	74.481	90.727	-13.301		1.4329	88.9519	105.8029	0.016108706	3.356249815	5.934814331	3.882177052	#DIV/0!	#DIV/0!	0.302546069	14.9479	16.6909	0.400087535	#REF!
8.297	0.684	74.256	91.107	-13.263		1.3949	88.9269	106.2689	0.015685917	3.374681776	6.038502042	3.815515809	#DIV/0!	#DIV/0!	0.300841729	14.9479	16.6909	0.400087535	#REF!
8.326	0.612	74.231	91.573	-13.301		1.4289	88.8459	105.2029	0.016082903	3.357359677	5.941010172	3.878128354	#DIV/0!	#DIV/0!	0.302442889	14.9479	16.6909	0.400087535	#REF!
8.355	0.638	74.15	90.507	-13.267		1.4369	88.8629	105.0189	0.016169853	3.353627347	5.920198423	3.89176145	#DIV/0!	#DIV/0!	0.302790157	14.9479	16.6909	0.400087535	#REF!
8.385	0.654	74.167	90.323	-13.259		1.3779	88.8549	106.1579	0.015507305	3.382630439	6.08373908	3.787144665	#DIV/0!	#DIV/0!	0.300112751	14.9479	16.6909	0.400087535	#REF!
8.413	0.633	74.159	91.462	-13.318		1.4199	88.8159	105.1409	0.015987002	3.361501584	5.964186215	3.863058458	#DIV/0!	#DIV/0!	0.30205846	14.9479	16.6909	0.400087535	#REF!
8.443	0.654	74.12	90.445	-13.276		1.4199	88.7309	104.7609	0.016002317	3.360838349	5.96046938	3.865467387	#DIV/0!	#DIV/0!	0.302119951	14.9479	16.6909	0.400087535	#REF!
8.473	0.65	74.035	90.065	-13.276		1.4029	88.6509	105.6679	0.015824994	3.368559937	6.003876953	3.837520352	#DIV/0!	#DIV/0!	0.301405626	14.9479	16.6909	0.400087535	#REF!
8.503	0.625	73.955	90.972	-13.293		1.3949	88.7059	104.6759	0.015724997	3.372955684	6.028720364	3.821706533	#DIV/0!	#DIV/0!	0.301000506	14.9479	16.6909	0.400087535	#REF!
8.533	0.621	74.01	89.98	-13.301		1.4159	88.5739	105.1659	0.015985522	3.361565742	5.964545877	3.862825515	#DIV/0!	#DIV/0!	0.302052513	14.9479	16.6909	0.400087535	#REF!
8.562	0.667	73.878	90.47	-13.28		1.3689	88.6169	104.6269	0.015447392	3.385318854	6.099110984	3.777599729	#DIV/0!	#DIV/0!	0.299867006	14.9479	16.6909	0.400087535	#REF!
8.592	0.625	73.921	89.931	-13.327		1.3949	88.5659	105.4229	0.015749854	3.371860185	6.022519931	3.825641137	#DIV/0!	#DIV/0!	0.301101366	14.9479	16.6909	0.400087535	#REF!
8.622	0.633	73.87	90.727	-13.301		1.3989	88.3879	105.4839	0.015826827	3.368479662	6.003424157	3.837809789	#DIV/0!	#DIV/0!	0.301413034	14.9479	16.6909	0.400087535	#REF!
8.651	0.671	73.692	90.788	-13.297		1.3739	88.4469	104.7369	0.015533614	3.381453422	6.07702052	3.791331611	#DIV/0!	#DIV/0!	0.300220469	14.9479	16.6909	0.400087535	#REF!
8.679	0.65	73.751	90.041	-13.322		1.4289	88.3069	104.2959	0.016181069	3.353147481	5.917527634	3.893517939	#DIV/0!	#DIV/0!	0.302834864	14.9479	16.6909	0.400087535	#REF!
8.707	0.65	73.611	89.6	-13.267		1.3689	88.3199	104.8469	0.015499338	3.382987263	6.085777247	3.785876325	#DIV/0!	#DIV/0!	0.30008011	14.9479	16.6909	0.400087535	#REF!
8.737	0.612	73.624	90.151	-13.327		1.4119	88.1749	104.7369	0.016012493	3.360398027	5.958002977	3.867067554	#DIV/0!	#DIV/0!	0.302160789	14.9479	16.6909	0.400087535	#REF!
8.768	0.625	73.479	90.041	-13.284		1.3739	88.2009	104.3199	0.015576939	3.379519867	6.065998649	3.798220431	#DIV/0!	#DIV/0!	0.300397596	14.9479	16.6909	0.400087535	#REF!
8.797	0.625	73.505	89.624	-13.322		1.3689	88.1329	104.5159	0.015532225	3.381515523	6.077374828	3.791110579	#DIV/0!	#DIV/0!	0.300214784	14.9479	16.6909	0.400087535	#REF!
8.826	0.612	73.437	89.82	-13.327		1.3649	88.1119	104.1729	0.01549053	3.383382038	6.088032935	3.784473613	#DIV/0!	#DIV/0!	0.300044007	14.9479	16.6909	0.400087535	#REF!
8.856	0.625	73.416	89.477	-13.331		1.3649	88.0009	104.5159	0.015510069	3.382506681	6.083032327	3.787584672	#DIV/0!	#DIV/0!	0.300124073	14.9479	16.6909	0.400087535	#REF!
8.886	0.591	73.305	89.82	-13.331		1.3909	87.9629	103.5729	0.015812348	3.36911419	6.007004119	3.835522591	#DIV/0!	#DIV/0!	0.301354484	14.9479	16.6909	0.400087535	#REF!
8.915	0.629	73.267	88.877	-13.305		1.3949	87.8739	104.3939	0.015873883	3.366421776	5.991827483	3.845237545	#DIV/0!	#DIV/0!	0.301603083	14.9479	16.6909	0.400087535	#REF!
8.945	0.604	73.178	89.698	-13.301		1.3649	87.8909	104.0379	0.01552948	3.381638209	6.078074848	3.790673951	#DIV/0!	#DIV/0!	0.300203553	14.9479	16.6909	0.400087535	#REF!
8.974	0.566	73.195	89.342	-13.331		1.3739	87.8439	103.5479	0.015640244	3.376705015	6.049986591	3.808272903	#DIV/0!	#DIV/0!	0.300655835	14.9479	16.6909	0.400087535	#REF!
9.003	0.596	73.148	88.852	-13.322		1.3819	87.7039	104.5279	0.015756426	3.371570865	6.020883407	3.826680977	#DIV/0!	#DIV/0!	0.301128014	14.9479	16.6909	0.400087535	#REF!
9.032	0.629	73.008	89.832	-13.314		1.3739	87.7089	103.9029	0.015664317	3.375637833	6.043926377	3.812091439	#DIV/0!	#DIV/0!	0.300753858	14.9479	16.6909	0.400087535	#REF!
9.061	0.571	73.013	89.207	-13.322		1.3859	87.6409	103.7069	0.015813393	3.369068377	6.006745576	3.83568768	#DIV/0!	#DIV/0!	0.301358711	14.9479	16.6909	0.400087535	#REF!
9.09	0.692	72.945	89.011	-13.31		1.3399	87.6749	103.8789	0.015282595	3.392772197	6.141918373	3.751270955	#DIV/0!	#DIV/0!	0.299187838	14.9479	16.6909	0.400087535	#REF!
