Time (sec),Boost (psi),Calculated Load (g/rev),Clutch Sw (on/off),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fuel Economy (mpg),Gear Position (gear),Intake Temp (F),MAF (g/s),Man Abs Press (psi),RPM (RPM),Target Throttle (%),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.5.0-26366][2006 USDM Impreza WRX STI][Reflash: Stage1 91 v400.ptm - Realtime: Stage1 91 v400.ptm]"
8.482,-8.47,0.40,off,174.2,0.125,0.00,32.9,5,75.2,26.03,5.61,3957,12.70,15.3,76,0.00,0
8.579,-8.46,0.40,off,174.2,0.125,0.00,32.2,5,75.2,26.88,5.61,3941,12.70,15.3,76,0.00,0
8.674,-8.47,0.40,off,174.2,0.125,0.00,32.2,5,75.2,26.88,5.65,3962,12.70,15.3,76,0.00,0
8.776,-8.45,0.40,off,174.2,0.125,0.00,32.9,5,75.2,26.03,5.60,3942,12.70,15.3,76,0.00,0
8.868,-8.53,0.40,off,174.2,0.125,0.00,32.7,5,75.2,26.45,5.59,3960,12.70,15.3,76,0.00,0
8.972,-8.50,0.40,off,174.2,0.125,0.00,33.2,5,75.2,26.24,5.56,3946,12.70,15.3,76,0.00,0
9.065,-8.49,0.40,off,174.2,0.125,0.00,32.5,5,75.2,26.56,5.60,3945,12.70,15.3,76,0.00,0
9.164,-8.48,0.40,off,174.2,0.125,0.00,32.5,5,75.2,26.67,5.62,3968,12.69,15.3,76,0.00,0
9.268,-8.53,0.41,off,174.2,0.125,0.00,32.2,5,75.2,26.88,5.58,3953,12.70,15.3,76,0.00,0
9.369,-8.53,0.40,off,174.2,0.125,0.00,32.5,5,75.2,26.46,5.55,3974,12.69,15.3,76,0.00,0
9.454,-8.49,0.40,off,174.2,0.125,0.00,32.5,5,75.2,26.45,5.60,3953,12.70,15.3,76,0.00,0
9.553,-8.49,0.40,off,174.2,0.125,0.00,32.7,5,75.2,26.35,5.61,3977,12.69,15.3,76,0.00,0
9.651,-8.54,0.40,off,174.2,0.125,0.00,32.9,5,75.2,26.24,5.55,3960,12.69,15.3,76,0.00,0
9.754,-8.55,0.40,off,174.2,0.125,0.00,33.4,5,75.2,26.35,5.55,3981,12.69,15.3,77,0.00,0
9.849,-8.49,0.40,off,174.2,0.125,0.00,32.7,5,75.2,26.67,5.56,3961,12.70,15.3,77,0.00,0
9.950,-8.49,0.40,off,174.2,0.125,0.00,32.5,5,75.2,26.56,5.58,3984,12.69,15.3,77,0.00,0
10.043,-8.53,0.40,off,174.2,0.125,0.00,32.5,5,75.2,26.56,5.61,3952,12.69,15.3,77,0.00,0
10.149,-8.52,0.40,off,174.2,0.125,0.00,32.5,5,75.2,26.67,5.56,3992,12.69,15.3,77,0.00,0
10.243,-8.51,0.40,off,174.2,0.125,0.00,32.9,5,75.2,26.24,5.56,3968,12.69,15.3,76,0.00,0
10.339,-8.52,0.40,off,174.2,0.125,0.00,32.5,5,75.2,26.45,5.60,3991,12.69,15.3,76,0.00,0
10.443,-8.55,0.40,off,174.2,0.125,0.00,32.2,5,75.2,26.56,5.59,3970,12.69,15.3,76,0.00,0
10.536,-8.75,0.39,off,174.2,0.125,0.00,34.8,5,75.2,24.65,5.49,3994,11.86,14.5,76,0.00,0
10.633,-8.91,0.37,off,174.2,0.125,0.00,34.6,5,75.2,24.36,5.22,3971,11.86,14.5,76,0.00,0
10.736,-8.93,0.37,off,174.2,0.125,0.00,35.5,5,75.2,24.08,5.19,4000,11.86,14.5,77,0.00,0
10.837,-8.97,0.37,off,174.2,0.125,0.00,36.0,5,75.2,24.27,5.16,3977,11.86,14.9,77,0.00,0
10.929,-8.94,0.37,off,174.2,0.125,0.00,35.5,5,75.2,24.46,5.18,4002,11.86,14.9,77,0.00,0
11.023,-8.94,0.37,off,174.2,0.125,0.00,35.3,5,75.2,24.65,5.10,3975,11.86,14.9,77,0.00,0
11.123,-8.94,0.37,off,174.2,0.125,0.00,35.8,5,75.2,24.36,5.18,4006,11.86,14.5,77,0.00,0
11.223,-8.97,0.37,off,174.2,0.125,0.00,35.5,5,75.2,24.36,5.13,3986,11.86,14.5,77,0.00,0
11.326,-8.97,0.36,off,174.2,0.125,0.00,35.8,5,75.2,24.17,5.12,4002,11.85,14.5,77,0.00,0
11.417,-8.97,0.37,off,174.2,0.125,0.00,35.0,5,75.2,24.74,5.12,3980,11.86,14.5,77,0.00,0
11.520,-8.99,0.37,off,174.2,0.125,0.00,35.5,5,75.2,24.27,5.14,4004,11.60,14.5,77,0.00,0
11.611,-9.11,0.36,off,174.2,0.125,0.00,35.5,5,75.2,23.89,4.98,3983,11.61,14.1,77,0.00,0
11.718,-9.13,0.36,off,174.2,0.125,0.00,36.5,5,75.2,23.89,4.96,4010,11.61,14.5,78,0.00,0
11.812,-9.10,0.36,off,174.2,0.125,0.00,37.2,5,75.2,23.60,4.99,3980,11.61,14.5,78,0.00,0
11.918,-9.08,0.36,off,174.2,0.125,0.00,37.4,5,75.2,23.70,5.01,3984,11.60,14.5,78,0.00,0
12.008,-9.11,0.36,off,174.2,0.125,0.00,37.2,5,75.2,23.79,4.97,4010,11.36,14.5,78,0.00,0
12.102,-9.11,0.36,off,174.2,0.125,0.00,36.7,5,75.2,23.89,4.98,3982,11.61,14.5,77,0.00,0
12.202,-9.06,0.36,off,174.2,0.125,0.00,36.7,5,75.2,23.79,5.02,4008,11.60,14.5,77,0.00,0
12.303,-9.10,0.36,off,174.2,0.125,0.00,36.5,5,75.2,23.70,5.03,3989,11.59,14.5,77,0.00,0
12.397,-9.09,0.36,off,174.2,0.125,0.00,36.5,5,75.2,23.70,4.96,4011,11.61,14.5,77,0.00,0
12.499,-9.08,0.35,off,174.2,0.125,0.00,37.2,5,75.2,23.32,4.96,3984,11.61,14.5,77,0.00,0
12.592,-9.08,0.35,off,174.2,0.125,0.00,37.9,5,75.2,23.23,4.99,4006,11.60,13.7,78,0.00,0
12.696,-9.34,0.34,off,174.2,0.125,0.00,40.0,5,75.2,21.96,4.84,3985,11.11,13.7,78,0.00,0
12.799,-9.39,0.33,off,174.2,0.125,0.00,39.3,5,75.2,22.13,4.73,4014,11.11,14.1,78,0.00,0
12.889,-9.34,0.33,off,174.2,0.125,0.00,39.0,5,75.2,22.47,4.73,3990,11.11,14.1,78,0.00,0
12.995,-9.33,0.34,off,174.2,0.125,0.00,39.8,5,75.2,22.38,4.76,4006,11.09,14.1,78,0.00,0
13.092,-9.37,0.34,off,174.2,0.125,0.00,39.3,5,75.2,22.38,4.75,3988,11.11,14.1,77,0.00,0
13.190,-9.36,0.34,off,174.2,0.125,0.00,38.3,5,75.2,22.56,4.73,4010,11.09,13.7,77,0.00,0
13.285,-9.34,0.33,off,174.2,0.125,0.00,38.6,5,75.2,22.38,4.76,3989,11.11,13.7,77,0.00,0
13.376,-9.34,0.34,off,174.2,0.125,0.00,38.6,5,75.2,22.38,4.74,4013,11.09,13.7,77,0.00,0
13.474,-9.39,0.33,off,174.2,0.125,0.00,39.3,5,75.2,22.21,4.73,4014,10.86,13.3,77,0.00,0
13.579,-9.59,0.32,off,174.2,0.125,0.00,42.6,5,75.2,20.52,4.57,3988,10.33,12.9,78,0.00,0
13.674,-9.66,0.31,off,174.2,0.125,0.00,41.4,5,75.2,20.69,4.47,4008,10.34,12.9,78,0.00,0
13.776,-9.66,0.31,off,174.2,0.125,0.00,42.1,5,75.2,20.52,4.45,3989,10.35,12.9,78,0.00,0
13.866,-9.68,0.31,off,174.2,0.125,0.00,42.1,5,75.2,20.86,4.41,4010,10.35,12.9,78,0.00,0
13.965,-9.66,0.31,off,174.2,0.125,0.00,43.5,5,75.2,20.52,4.41,3988,10.34,12.9,78,0.00,0
14.068,-9.65,0.31,off,174.2,0.125,0.00,42.8,5,75.2,20.69,4.44,4019,10.34,12.9,78,0.00,0
14.165,-9.67,0.31,off,174.2,0.125,0.00,41.9,5,75.2,20.86,4.45,3987,10.35,12.9,78,0.00,0
14.266,-9.70,0.31,off,174.2,0.125,0.00,41.4,5,75.2,20.86,4.42,4012,10.34,12.9,78,0.00,0
14.356,-9.65,0.31,off,174.2,0.125,0.00,42.6,5,75.2,20.52,4.41,3988,10.34,12.9,78,0.00,0
14.454,-9.89,0.30,off,174.2,0.125,0.00,46.3,5,75.2,18.61,4.34,4010,9.43,12.2,78,0.00,0
14.552,-10.10,0.28,off,174.2,0.125,0.00,46.8,5,75.2,18.00,4.05,3986,8.49,9.8,78,0.00,0
14.655,-10.73,0.25,off,174.2,0.125,0.00,58.6,5,75.2,14.03,3.55,3988,6.46,9.0,78,0.00,0
14.750,-10.98,0.21,off,174.2,0.125,0.00,60.7,5,75.2,12.76,3.19,3971,6.31,8.6,78,0.00,0
14.854,-11.07,0.19,off,174.2,0.125,0.00,62.3,5,75.2,12.44,3.08,4006,6.32,8.6,78,0.00,0
14.946,-11.16,0.19,off,174.2,0.125,0.00,65.9,5,75.2,12.28,2.95,3974,4.34,9.4,78,0.00,0
15.050,-11.01,0.19,off,174.2,0.125,0.00,61.2,5,75.2,13.48,3.04,3992,3.65,9.4,78,0.00,0
15.147,-10.83,0.21,off,174.2,0.125,0.00,62.6,5,75.2,14.05,3.22,3968,2.96,9.8,78,0.00,0
15.248,-10.77,0.21,off,174.2,0.125,0.00,68.0,5,75.2,14.45,3.31,3987,2.19,9.8,78,0.00,0
15.340,-10.76,0.22,off,174.2,0.125,0.00,75.0,5,75.2,14.74,3.34,3964,1.47,10.2,78,0.00,0
15.435,-10.70,0.22,off,174.2,0.125,0.00,76.0,5,75.2,14.79,3.39,3990,0.76,10.2,77,0.00,0
15.533,-10.66,0.22,off,174.2,0.125,0.00,76.0,5,75.2,14.91,3.44,3961,0.04,10.2,77,0.00,0
15.638,-10.67,0.23,off,174.2,0.125,0.00,76.9,5,75.2,14.97,3.44,3969,0.00,10.2,77,0.00,0
15.739,-10.57,0.23,off,174.2,0.125,0.00,80.4,5,75.2,15.20,3.50,3949,0.00,10.2,77,0.00,0
15.829,-10.56,0.23,off,174.2,0.125,0.00,81.6,5,75.2,14.97,3.54,3955,0.00,10.2,77,0.00,0
15.928,-10.36,0.23,off,174.2,0.125,0.00,80.9,5,75.2,15.08,3.65,3935,0.00,10.2,77,0.00,0
16.023,-10.26,0.23,off,174.2,0.125,0.00,80.7,5,75.2,15.14,3.82,3960,0.00,10.2,77,0.00,0
16.121,-10.29,0.23,off,174.2,0.125,0.00,79.5,5,75.2,15.34,3.88,3937,0.53,10.2,77,0.00,0
16.228,-10.63,0.23,off,174.2,0.125,0.00,83.3,5,75.2,14.68,3.65,3957,2.42,9.8,77,0.00,0
16.319,-10.85,0.22,off,174.2,0.125,0.00,86.6,5,75.2,14.11,3.32,3924,3.34,9.4,77,0.00,0
16.420,-10.88,0.21,off,174.2,0.125,0.00,89.1,5,75.2,13.59,3.23,3913,3.48,9.4,76,0.00,0
16.514,-10.93,0.21,off,174.2,0.125,0.00,88.4,5,75.2,13.71,3.20,3940,3.93,9.4,76,0.00,0
16.611,-11.07,0.20,off,174.2,0.125,0.00,85.1,5,75.2,12.72,3.09,3912,5.14,8.6,76,0.00,0
16.724,-11.19,0.19,off,174.2,0.125,0.00,78.3,5,75.2,12.25,2.95,3918,5.28,8.6,76,0.00,0
16.809,-11.21,0.19,off,174.2,0.125,0.00,71.3,5,75.2,12.03,2.92,3904,5.28,8.6,76,0.00,0
16.906,-11.20,0.18,off,174.2,0.125,0.00,71.0,5,75.2,11.98,2.97,3903,5.28,8.6,76,0.00,0
17.008,-11.21,0.18,off,174.2,0.125,0.00,72.0,5,75.2,11.93,2.92,3927,5.29,8.6,76,0.00,0
17.102,-11.20,0.18,off,174.2,0.125,0.00,71.3,5,75.2,12.03,2.92,3902,5.29,8.6,76,0.00,0
17.208,-11.20,0.18,off,174.2,0.125,0.00,71.7,5,75.2,12.03,2.93,3914,5.29,8.6,76,0.00,0
17.305,-11.20,0.18,off,174.2,0.125,0.00,71.5,5,75.2,11.98,2.91,3894,5.28,8.6,76,0.00,0
17.399,-11.20,0.18,off,174.2,0.125,0.00,71.3,5,75.2,12.03,2.94,3884,5.28,8.6,76,0.00,0
17.499,-11.20,0.19,off,174.2,0.125,0.00,71.3,5,75.2,12.03,2.92,3904,5.28,8.6,76,0.00,0
17.596,-11.20,0.18,off,174.2,0.125,0.00,69.4,5,75.2,12.14,2.94,3882,5.28,8.6,76,0.00,0
17.696,-11.20,0.19,off,174.2,0.125,0.00,70.1,5,75.2,12.03,2.91,3882,5.28,8.2,76,0.00,0
17.793,-11.25,0.18,off,174.2,0.125,0.00,72.0,5,75.2,11.61,2.87,3901,5.86,8.2,76,0.00,0
17.886,-11.22,0.18,off,174.2,0.125,0.00,70.8,5,75.2,11.72,2.86,3869,6.01,8.6,76,0.00,0
17.983,-11.19,0.18,off,174.2,0.125,0.00,70.3,5,75.2,11.88,2.92,3862,6.01,8.6,76,0.00,0
18.086,-11.16,0.18,off,174.2,0.125,0.00,72.4,5,75.2,11.93,2.97,3892,6.01,8.6,76,0.00,0
18.190,-11.20,0.18,off,174.2,0.125,0.00,73.6,5,75.2,11.93,2.93,3866,6.00,8.6,76,0.00,0
18.284,-11.18,0.19,off,174.2,0.125,0.00,73.2,5,75.2,12.19,2.92,3871,6.29,9.0,76,0.00,0
18.378,-11.10,0.19,off,174.2,0.125,0.00,69.2,5,75.2,12.67,3.00,3880,6.44,9.0,76,0.00,0
18.478,-11.08,0.20,off,174.2,0.125,0.00,68.2,5,75.2,12.67,3.03,3858,6.44,9.0,76,0.00,0
18.573,-11.05,0.20,off,174.2,0.125,0.00,67.3,5,75.2,12.83,3.05,3862,6.44,9.0,76,0.00,0
18.679,-11.08,0.20,off,174.2,0.125,0.00,67.3,5,75.2,12.62,3.03,3874,6.44,9.0,76,0.00,0
18.773,-11.10,0.20,off,174.2,0.125,0.00,66.6,5,75.2,12.67,3.04,3855,6.44,9.0,75,0.00,0
18.869,-11.10,0.20,off,174.2,0.125,0.00,65.6,5,75.2,12.83,3.04,3845,6.44,9.0,75,0.00,0
18.969,-11.07,0.20,off,174.2,0.125,0.00,66.6,5,75.2,12.67,3.04,3859,6.44,9.0,75,0.00,0
19.066,-11.08,0.20,off,174.2,0.125,0.00,66.6,5,75.2,12.56,3.04,3866,6.44,9.0,75,0.00,0
19.166,-11.04,0.20,off,174.2,0.125,0.00,65.2,5,75.2,12.83,3.08,3845,6.44,9.0,75,0.00,0
19.266,-11.05,0.20,off,174.2,0.125,0.00,66.8,5,75.2,12.51,3.09,3845,6.58,9.0,75,0.00,0
19.356,-11.01,0.20,off,174.2,0.125,0.00,64.9,5,75.2,12.88,3.08,3839,6.58,9.4,75,0.00,0
19.454,-10.99,0.20,off,174.2,0.125,0.00,66.6,5,75.2,12.67,3.12,3840,6.58,9.0,75,0.00,0
19.556,-11.02,0.20,off,174.2,0.125,0.00,66.6,5,75.2,12.78,3.09,3829,6.58,9.4,75,0.00,0
19.652,-11.04,0.20,off,174.2,0.125,0.00,65.9,5,75.2,12.93,3.08,3848,6.58,9.0,75,0.00,0
19.749,-10.99,0.20,off,174.2,0.125,0.00,66.3,5,75.2,12.72,3.08,3842,6.58,9.0,75,0.00,0
19.846,-11.01,0.20,off,174.2,0.125,0.00,66.1,5,75.2,12.67,3.08,3812,6.58,9.0,75,0.00,0
19.952,-10.98,0.20,off,174.2,0.125,0.00,64.7,5,75.2,12.93,3.10,3811,6.58,9.4,75,0.00,0
20.049,-11.01,0.20,off,174.2,0.125,0.00,65.6,5,75.2,12.83,3.10,3841,6.58,9.4,75,0.00,0
20.143,-10.96,0.20,off,174.2,0.125,0.00,64.7,5,75.2,13.04,3.11,3834,6.87,9.4,75,0.00,0
20.246,-10.92,0.21,off,174.2,0.125,0.00,64.0,5,75.2,13.30,3.20,3814,6.87,9.8,75,0.00,0
20.341,-10.86,0.21,off,174.2,0.125,0.00,61.9,5,75.2,13.82,3.25,3801,7.19,9.8,75,0.00,0
