Time (sec),Boost (psi),Calculated Load (g/rev),Clutch Sw (on/off),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fuel Economy (mpg),Gear Position (gear),Intake Temp (F),MAF (g/s),Man Abs Press (psi),RPM (RPM),Target Throttle (%),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.5.0-26366][2006 USDM Impreza WRX STI][Reflash: Stage1 91 v400.ptm - Realtime: Stage1 91 v400.ptm]"
45.693,-8.28,0.39,off,186.8,0.250,0.00,36.9,5,75.2,30.04,5.83,3514,15.45,18.8,70,20.00,0
45.785,-6.35,0.54,off,186.8,0.250,0.00,25.9,5,75.2,39.79,7.87,3422,19.67,23.1,70,20.00,0
45.891,-2.40,0.75,off,186.8,0.250,0.00,14.8,5,75.2,60.75,10.44,3446,31.58,37.6,70,28.63,0
45.983,-0.60,1.01,off,186.8,0.250,0.00,14.1,5,75.2,65.10,13.77,3468,37.81,41.2,70,30.98,0
46.080,0.24,1.13,off,186.8,0.250,0.00,12.9,5,75.2,67.73,14.64,3457,38.26,41.6,68,30.98,0
46.176,1.22,1.20,off,186.8,0.250,0.00,11.1,5,75.2,74.49,15.60,3484,38.26,41.6,68,30.98,0
46.281,2.16,1.30,off,186.8,0.250,0.00,9.9,5,75.2,80.61,16.52,3493,38.26,41.6,68,30.98,0
46.373,3.15,1.38,off,186.8,0.250,0.00,8.9,5,75.2,84.72,17.52,3487,38.26,41.2,68,30.98,0
46.468,4.35,1.48,off,186.8,0.250,0.00,8.2,5,75.2,91.42,18.66,3508,38.26,41.2,68,30.98,0
46.571,5.53,1.57,off,186.8,0.250,0.00,7.3,5,75.2,97.66,19.86,3541,38.26,41.6,67,30.98,0
46.666,6.68,1.67,off,186.8,0.250,0.00,6.8,5,75.2,102.47,21.06,3563,38.26,41.6,67,30.98,0
46.761,5.18,1.71,off,186.8,0.250,0.00,8.9,5,75.2,74.16,21.86,3545,19.81,14.5,67,12.16,0
46.861,-5.45,0.92,on,186.8,0.250,0.00,32.7,5,75.2,19.04,11.80,3556,3.82,9.0,67,2.75,0
46.963,-8.62,0.39,on,186.8,0.250,0.00,48.7,5,75.2,13.15,6.89,3646,0.00,9.4,67,0.00,0
47.062,-9.70,0.26,on,186.8,0.250,0.00,48.2,5,75.2,14.28,5.29,3680,0.00,9.4,68,0.00,0
47.154,-2.64,0.30,on,185.0,0.250,0.00,9.6,5,75.2,76.77,4.87,3770,33.60,64.3,68,34.90,0
47.261,0.91,1.11,on,185.0,0.250,0.00,11.8,5,75.2,66.53,16.68,4121,20.36,16.5,68,29.41,0
47.348,-7.93,0.69,on,185.0,0.250,0.00,36.5,4,75.2,23.54,9.13,4371,0.00,9.8,68,0.00,0
47.449,-10.41,0.34,on,185.0,0.250,0.00,48.5,4,75.2,16.53,4.76,4390,0.00,9.4,68,0.00,0
47.551,-11.10,0.23,on,185.0,0.250,0.00,57.6,4,75.2,14.74,3.78,4424,0.00,9.4,68,0.00,0
47.643,-11.32,0.20,on,185.0,0.250,0.00,62.8,4,75.2,14.79,3.51,4643,0.00,9.4,68,0.00,0
47.747,-11.75,0.19,on,185.0,0.250,0.00,64.0,4,75.2,15.34,3.05,4910,0.00,9.4,68,0.00,0
47.840,-11.85,0.19,on,185.0,0.250,0.00,66.6,4,75.2,15.14,2.87,4777,0.00,9.4,68,0.00,0
47.940,-11.74,0.19,on,185.0,0.250,0.00,68.9,4,75.2,15.08,2.93,4880,0.00,9.4,68,0.00,0
48.041,-11.81,0.19,on,185.0,0.250,0.00,71.5,4,75.2,15.08,2.94,4809,0.00,9.4,68,0.00,0
48.133,-11.72,0.19,off,185.0,0.250,0.00,71.0,4,75.2,15.14,2.91,4816,0.00,9.4,68,0.00,0
48.238,-11.60,0.19,off,185.0,0.250,0.00,72.0,4,75.2,14.97,3.12,4802,0.00,9.4,68,0.00,0
48.339,-11.60,0.19,off,185.0,0.250,0.00,71.7,4,75.2,15.02,3.16,4763,0.00,9.4,68,0.00,0
48.432,-11.61,0.19,off,185.0,0.250,0.00,71.0,4,75.2,15.02,3.16,4750,0.00,9.4,68,0.00,0
48.529,-11.62,0.19,off,185.0,0.250,0.00,71.5,4,75.2,14.91,3.17,4766,0.00,9.4,68,0.00,0
48.625,-11.58,0.19,off,185.0,0.250,0.00,70.8,4,75.2,15.08,3.19,4756,0.00,9.4,68,0.00,0
48.723,-11.66,0.19,off,185.0,0.250,0.00,77.2,4,75.2,13.82,3.14,4726,4.14,7.8,68,13.73,0
48.821,-12.13,0.17,off,185.0,0.250,0.00,75.0,4,75.2,14.22,2.54,4682,8.35,11.0,68,16.47,0
48.925,-11.18,0.21,off,185.0,0.250,0.00,50.6,4,75.2,21.14,3.14,4732,12.01,14.5,68,20.00,0
49.015,-10.44,0.29,off,185.0,0.250,0.00,40.5,4,75.2,26.38,4.11,4738,13.39,15.7,68,20.00,0
49.114,-10.04,0.34,off,185.0,0.250,0.00,36.5,4,75.2,29.26,4.56,4737,14.58,16.9,68,20.00,0
49.217,-9.36,0.38,off,185.0,0.250,0.00,27.5,4,75.2,34.24,5.04,4686,16.53,19.6,68,20.00,0
49.313,-8.15,0.47,off,185.0,0.250,0.00,20.2,4,75.2,43.25,6.15,4746,19.94,22.7,68,20.00,0
49.409,-6.86,0.59,off,185.0,0.250,0.00,16.2,4,75.2,52.08,7.43,4670,21.63,24.3,66,20.00,0
49.510,-6.32,0.67,off,185.0,0.250,0.00,15.1,4,75.2,55.31,8.33,4703,22.01,23.9,66,20.00,0
49.604,-6.11,0.70,off,185.0,0.250,0.00,13.4,4,75.2,57.26,8.53,4731,21.74,24.3,66,20.00,0
49.706,-5.83,0.73,off,185.0,0.250,0.00,12.9,4,75.2,58.72,8.83,4694,21.64,24.3,66,20.00,0
49.801,-5.62,0.75,off,185.0,0.250,0.00,12.5,4,75.2,60.55,9.10,4712,21.90,23.9,66,20.00,0
49.898,-5.44,0.77,off,185.0,0.250,0.00,12.0,4,75.2,61.60,9.21,4739,21.63,23.9,66,20.00,0
49.999,-5.33,0.78,off,185.0,0.250,0.00,11.8,4,75.2,62.30,9.42,4751,21.82,23.9,66,20.00,0
50.098,-5.24,0.78,off,185.0,0.250,0.00,11.5,4,75.2,62.12,9.50,4724,21.61,23.9,66,20.00,0
50.196,-4.70,0.80,off,185.0,0.250,0.00,10.3,4,75.2,70.32,9.63,4736,23.40,27.5,66,20.00,0
50.299,-2.33,0.98,off,185.0,0.250,0.00,8.2,4,75.2,89.41,11.75,4783,27.05,29.8,66,21.18,0
50.391,-1.13,1.14,off,185.0,0.250,0.00,7.8,4,75.2,94.09,13.31,4798,27.18,29.4,66,20.78,0
50.490,-0.62,1.18,off,185.0,0.250,0.00,7.1,4,75.2,96.10,13.96,4771,27.00,29.4,66,20.39,0
50.584,-0.40,1.20,off,185.0,0.250,0.00,6.8,4,75.2,96.10,14.25,4785,27.04,29.4,66,20.00,0
50.694,-0.31,1.20,off,185.0,0.250,0.00,6.8,4,75.2,96.10,14.41,4801,26.97,29.4,66,20.00,0
50.781,-0.40,1.19,off,185.0,0.250,0.00,7.1,4,75.2,95.43,14.34,4811,27.00,29.4,66,20.00,0
50.878,-0.48,1.18,off,185.0,0.250,0.00,7.1,4,75.2,94.98,14.30,4870,26.99,29.4,66,20.00,0
50.980,-0.54,1.18,off,185.0,0.250,0.00,6.8,4,75.2,96.32,14.25,4882,27.03,29.4,66,20.00,0
51.074,-0.45,1.18,off,185.0,0.250,0.00,6.8,4,75.2,96.99,14.22,4894,27.04,29.4,66,20.00,0
51.184,-0.61,1.19,off,185.0,0.250,0.00,6.8,4,75.2,96.99,14.24,4914,27.05,29.4,66,20.00,0
51.270,-0.65,1.19,off,185.0,0.250,0.00,6.8,4,75.2,96.98,14.17,4925,27.06,29.4,67,20.00,0
51.368,-0.59,1.18,off,185.0,0.250,0.00,6.8,4,75.2,96.54,14.12,4936,27.07,29.4,67,20.39,0
51.473,-0.61,1.18,off,185.0,0.250,0.00,6.8,4,75.2,97.43,14.13,4946,27.09,29.4,67,20.39,0
51.569,-0.60,1.19,off,185.0,0.250,0.00,6.6,4,75.2,97.21,14.15,4955,27.09,29.4,67,20.78,0
51.669,-0.61,1.17,off,185.0,0.250,0.00,6.6,4,75.2,97.21,14.18,4932,27.07,29.4,67,20.78,0
51.760,-4.77,1.05,off,185.0,0.250,0.00,12.5,4,75.2,51.20,13.32,4876,14.62,11.8,68,14.12,0
51.862,-10.01,0.46,off,183.2,0.250,0.00,36.2,4,75.2,16.80,5.88,4807,3.66,9.0,68,12.55,0
51.962,-11.40,0.22,off,183.2,0.250,0.00,46.3,4,75.2,13.93,3.76,4973,3.10,9.0,68,14.12,0
52.054,-11.72,0.17,off,183.2,0.250,0.00,48.0,4,75.2,13.82,3.08,4878,2.42,9.4,68,14.90,0
52.154,-11.69,0.17,off,183.2,0.250,0.00,49.9,4,75.2,14.16,3.02,4827,1.68,9.4,68,15.29,0
52.251,-11.84,0.18,off,183.2,0.250,0.00,51.7,4,75.2,14.68,2.98,4877,1.03,9.4,68,15.29,0
52.353,-11.80,0.18,off,183.2,0.250,0.00,56.2,4,75.2,14.91,2.87,4821,0.33,9.4,68,15.29,0
52.446,-11.83,0.19,off,183.2,0.250,0.00,60.2,4,75.2,15.27,2.88,4814,0.00,9.4,68,0.00,0
52.546,-11.74,0.19,off,183.2,0.250,0.00,68.7,4,75.2,15.34,2.94,4753,0.00,9.4,68,0.00,0
52.647,-11.57,0.19,off,183.2,0.250,0.00,70.6,4,75.2,15.27,3.04,4684,0.00,9.4,68,0.00,0
52.751,-11.49,0.20,off,183.2,0.250,0.00,70.6,4,75.2,15.27,3.21,4672,0.00,9.4,68,0.00,0
52.838,-11.47,0.20,off,183.2,0.250,0.00,70.1,4,75.2,15.34,3.28,4582,0.00,9.4,68,0.00,0
52.938,-11.40,0.20,off,183.2,0.250,0.00,70.6,4,75.2,15.27,3.34,4569,0.00,9.4,68,0.00,0
53.044,-11.34,0.20,off,183.2,0.250,0.00,72.0,4,75.2,14.97,3.37,4541,0.00,9.4,68,0.00,0
53.138,-11.35,0.20,off,183.2,0.250,0.00,69.4,4,75.2,15.08,3.34,4528,0.00,9.4,66,0.00,0
53.241,-10.98,0.20,off,183.2,0.250,0.00,51.3,4,75.2,20.46,3.37,4553,13.49,16.1,66,20.00,0
53.334,-9.63,0.32,off,183.2,0.250,0.00,35.5,4,75.2,29.59,4.82,4526,14.62,16.5,66,20.00,0
53.441,-10.14,0.38,off,183.2,0.250,0.00,50.3,4,75.2,20.80,5.27,4497,6.21,10.2,66,16.47,0
53.549,-11.44,0.25,off,183.2,0.250,0.00,69.9,4,75.2,15.02,3.53,4413,3.91,9.0,66,14.90,0
53.631,-11.63,0.21,off,183.2,0.250,0.00,70.6,4,75.2,14.28,3.16,4497,3.13,9.0,65,14.51,0
53.727,-11.73,0.19,off,183.2,0.250,0.00,63.3,4,75.2,14.39,2.98,4469,2.32,9.4,65,14.90,0
53.829,-11.62,0.20,off,183.2,0.250,0.00,65.4,4,75.2,14.68,3.11,4467,1.65,9.4,65,15.29,0
53.925,-11.60,0.20,off,183.2,0.250,0.00,66.8,4,75.2,14.79,3.09,4404,0.91,9.4,65,15.29,0
54.018,-11.60,0.20,off,183.2,0.250,0.00,68.7,4,75.2,14.68,3.14,4363,0.12,9.4,65,0.00,0
54.123,-11.52,0.20,off,183.2,0.250,0.00,66.3,4,75.2,14.91,3.19,4320,0.00,9.4,63,0.00,0
54.221,-11.47,0.21,off,183.2,0.250,0.00,66.1,4,75.2,14.97,3.23,4305,0.00,9.4,63,0.00,0
54.311,-11.34,0.21,off,183.2,0.250,0.00,66.6,4,75.2,14.85,3.29,4259,0.00,9.4,63,0.00,0
54.407,-11.21,0.21,off,183.2,0.250,0.00,65.6,4,75.2,15.08,3.45,4205,0.00,9.4,63,0.00,0
54.513,-11.15,0.21,off,183.2,0.250,0.00,66.3,4,75.2,14.91,3.61,4151,0.00,9.4,63,0.00,0
54.604,-11.15,0.22,off,183.2,0.250,0.00,64.7,4,75.2,14.97,3.61,4114,0.00,9.4,62,0.00,0
54.703,-11.07,0.22,off,183.2,0.250,0.00,65.4,4,75.2,14.85,3.67,4072,0.00,9.4,62,0.00,0
54.799,-11.01,0.22,off,183.2,0.250,0.00,64.9,4,75.2,14.91,3.73,3984,0.00,9.4,62,0.00,0
54.901,-10.99,0.22,off,183.2,0.250,0.00,64.2,4,75.2,15.08,3.74,3949,0.00,9.4,62,0.00,0
54.996,-10.95,0.23,off,183.2,0.250,0.00,64.4,4,75.2,15.02,3.78,3889,0.00,9.4,62,0.00,0
55.093,-10.89,0.23,off,183.2,0.250,0.00,60.5,4,75.2,15.40,3.84,3834,0.00,9.4,59,0.00,0
55.196,-10.82,0.24,off,183.2,0.250,0.00,62.6,4,75.2,14.85,3.87,3786,0.00,9.4,59,0.00,0
55.292,-10.77,0.24,off,183.2,0.250,0.00,62.3,4,75.2,14.91,3.93,3740,0.00,9.4,59,0.00,0
55.387,-10.75,0.24,off,183.2,0.250,0.00,63.3,4,75.2,14.68,3.97,3694,0.00,9.4,59,0.00,0
55.490,-10.67,0.24,off,183.2,0.250,0.00,62.3,4,75.2,14.91,4.02,3639,0.00,9.4,59,0.00,0
55.583,-10.60,0.25,off,183.2,0.250,0.00,58.8,4,75.2,14.97,4.08,3582,0.00,9.4,56,0.00,0
55.690,-10.54,0.25,off,183.2,0.250,0.00,59.5,4,75.2,14.80,4.18,3516,0.00,9.4,56,0.00,0
55.781,-10.51,0.25,off,183.2,0.250,0.00,59.7,4,75.2,14.74,4.22,3460,0.00,9.0,56,0.00,0
55.877,-10.50,0.25,off,183.2,0.250,0.00,61.2,4,75.2,14.39,4.22,3443,0.00,9.0,56,0.00,0
55.985,-10.51,0.25,off,183.2,0.250,0.00,58.8,4,75.2,13.99,4.23,3391,0.00,9.0,52,0.00,0
56.075,-10.42,0.25,off,183.2,0.250,0.00,59.5,4,75.2,13.82,4.27,3300,0.00,9.0,52,0.00,0
56.178,-10.41,0.25,off,183.2,0.250,0.00,60.7,4,75.2,13.53,4.35,3354,0.00,8.6,52,0.00,0
56.273,-10.51,0.24,off,183.2,0.250,0.00,62.1,4,75.2,13.25,4.24,3351,0.00,8.6,52,0.00,0
56.375,-10.45,0.24,off,183.2,0.250,0.00,62.3,4,75.2,13.20,4.28,3354,0.00,9.0,52,0.00,0
56.470,-10.45,0.24,off,183.2,0.250,0.00,57.2,4,75.2,13.71,4.28,3359,0.00,9.0,50,0.00,0
56.564,-10.45,0.25,off,183.2,0.250,0.00,56.2,4,75.2,13.94,4.29,3362,3.01,8.2,50,13.73,0
56.668,-10.95,0.23,off,183.2,0.250,0.00,63.7,4,75.2,12.30,3.94,3361,6.30,7.8,50,12.55,0
56.761,-11.09,0.22,off,183.2,0.250,0.00,65.9,4,75.2,11.88,3.67,3334,6.75,9.0,50,12.94,0
56.861,-10.28,0.24,off,183.2,0.250,0.00,42.8,4,77.0,18.25,3.95,3358,11.39,13.7,50,19.61,0
56.961,-8.86,0.36,off,183.2,0.250,0.00,30.1,4,77.0,24.96,5.44,3416,13.30,15.7,48,20.00,0
57.057,-8.04,0.44,off,183.2,0.250,0.00,24.7,4,77.0,28.07,6.44,3352,14.22,16.5,48,20.00,0
57.153,-7.48,0.50,off,183.2,0.250,0.00,20.0,4,77.0,30.61,7.03,3380,15.19,17.6,48,20.00,0
57.256,-6.56,0.56,off,183.2,0.250,0.00,16.5,4,77.0,35.96,7.72,3399,17.63,19.6,48,20.00,0
57.348,-5.78,0.63,off,183.2,0.250,0.00,15.3,4,77.0,38.16,8.66,3392,18.12,20.4,48,20.00,0
57.453,-5.38,0.66,off,183.2,0.250,0.00,14.1,4,77.0,40.81,9.17,3443,19.35,22.4,47,20.00,0
57.549,-4.41,0.73,off,183.2,0.250,0.00,12.7,4,77.0,45.50,9.96,3447,21.00,23.5,47,20.00,0
57.652,-3.86,0.79,off,183.2,0.250,0.00,11.1,4,77.0,47.39,10.71,3444,21.22,23.5,47,20.00,0
57.746,-3.58,0.81,off,183.2,0.250,0.00,10.6,4,77.0,47.79,11.14,3494,21.21,23.5,47,20.00,0
57.844,-3.37,0.83,off,183.2,0.250,0.00,10.1,4,77.0,49.52,11.31,3494,21.20,23.5,47,20.00,0
57.938,-3.18,0.86,off,183.2,0.250,0.00,9.6,4,77.0,51.31,11.46,3489,21.10,23.1,47,20.00,0
58.034,-3.01,0.87,off,183.2,0.250,0.00,9.4,4,77.0,52.55,11.66,3548,21.15,23.1,47,20.00,0
58.141,-3.01,0.89,off,183.2,0.250,0.00,9.6,4,77.0,51.00,11.84,3550,19.63,21.6,47,20.00,0
58.230,-3.48,0.86,off,183.2,0.250,0.00,9.6,4,77.0,49.81,11.31,3548,19.22,21.2,47,20.00,0
58.328,-3.48,0.84,off,183.2,0.250,0.00,10.1,4,77.0,49.67,11.24,3559,19.21,21.2,48,20.00,0
58.427,-3.43,0.84,off,183.2,0.250,0.00,11.3,4,77.0,47.22,11.32,3568,18.82,17.3,48,20.00,0
58.531,-7.69,0.65,off,183.2,0.250,0.00,23.1,4,77.0,22.29,8.74,3538,4.06,9.4,48,12.94,0
58.626,-9.50,0.37,off,183.2,0.250,0.00,32.9,4,77.0,14.88,5.73,3567,3.38,9.0,48,10.59,0
58.721,-10.24,0.27,off,183.2,0.250,0.00,37.2,4,77.0,14.11,4.68,3540,2.65,9.0,48,11.37,0
58.821,-10.47,0.24,off,183.2,0.250,0.00,41.4,4,77.0,14.28,4.31,3518,1.94,9.4,49,13.33,0
58.917,-10.45,0.24,off,183.2,0.250,0.00,45.6,4,77.0,14.62,4.29,3541,1.23,9.4,49,13.73,0
59.014,-10.52,0.25,off,183.2,0.250,0.00,50.1,4,77.0,14.85,4.23,3512,0.53,9.4,49,14.12,0
59.124,-10.55,0.25,off,183.2,0.250,0.00,51.0,4,77.0,15.08,4.19,3446,0.00,9.4,49,0.00,0
59.220,-10.46,0.26,off,183.2,0.250,0.00,52.7,4,77.0,14.68,4.23,3384,0.00,9.0,49,0.00,0
59.311,-10.46,0.26,off,183.2,0.250,0.00,53.9,4,77.0,14.34,4.28,3337,0.00,9.0,49,0.00,0
59.411,-10.43,0.25,off,183.2,0.250,0.00,55.3,4,77.0,13.99,4.29,3348,0.00,8.6,49,0.00,0
59.504,-10.32,0.25,off,183.2,0.250,0.00,56.9,4,77.0,13.59,4.36,3253,0.00,8.6,49,0.00,0
59.607,-10.26,0.25,off,183.2,0.250,0.00,56.7,4,77.0,13.65,4.47,3241,0.00,8.6,49,0.00,0
59.710,-10.26,0.25,off,183.2,0.250,0.00,57.9,4,77.0,13.36,4.48,3177,0.00,8.2,49,0.00,0
59.801,-10.22,0.25,off,183.2,0.250,0.00,58.6,4,77.0,13.04,4.51,3119,0.00,8.2,48,0.00,0
59.897,-10.19,0.25,off,183.2,0.250,0.00,60.0,4,77.0,12.72,4.54,3057,0.00,8.2,48,0.00,0
60.000,-10.20,0.25,off,183.2,0.250,0.00,60.2,4,77.0,12.67,4.53,2999,0.00,8.2,48,0.00,0
60.103,-10.23,0.26,off,183.2,0.250,0.00,60.9,5,77.0,12.56,4.52,2957,0.00,8.2,48,0.00,0
60.193,-10.27,0.26,off,183.2,0.250,0.00,62.1,5,77.0,12.30,4.47,2880,0.00,7.8,48,0.00,0
60.289,-10.29,0.26,off,183.2,0.250,0.00,58.8,4,77.0,12.14,4.47,2817,0.00,7.8,45,0.00,0
60.387,-10.31,0.26,off,183.2,0.250,0.00,59.0,4,77.0,12.09,4.46,2781,0.00,7.8,45,0.00,0
60.489,-10.29,0.26,off,183.2,0.250,0.00,58.8,5,77.0,12.14,4.45,2722,0.00,7.8,45,0.00,0
60.589,-10.31,0.26,off,183.2,0.250,0.00,59.7,5,77.0,11.98,4.42,2684,0.00,7.8,45,0.00,0
60.691,-10.36,0.27,off,183.2,0.250,0.00,59.3,4,77.0,12.04,4.39,2653,0.00,7.8,45,0.00,0
60.782,-10.38,0.27,off,183.2,0.250,0.00,56.0,5,77.0,11.88,4.39,2572,0.00,7.5,42,0.00,0
60.877,-10.41,0.27,off,183.2,0.250,0.00,58.1,5,77.0,11.47,4.39,2545,0.00,7.5,42,0.00,0
60.975,-10.44,0.27,off,183.2,0.250,0.00,59.0,5,77.0,11.27,4.33,2475,0.00,7.1,42,0.00,0
61.081,-10.47,0.27,off,183.2,0.250,0.00,59.5,5,77.0,11.18,4.28,2432,0.00,7.1,42,0.00,0
61.177,-10.46,0.28,off,183.2,0.250,0.00,55.0,4,77.0,11.03,4.29,2374,0.00,7.1,39,0.00,0
61.274,-10.42,0.28,off,183.2,0.250,0.00,56.5,4,77.0,10.74,4.33,2360,0.00,6.7,39,0.00,0
61.368,-10.47,0.27,off,183.2,0.250,0.00,57.6,5,77.0,10.55,4.29,2280,0.00,6.7,39,0.00,0
61.468,-10.39,0.27,off,183.2,0.250,0.00,58.1,5,77.0,10.46,4.31,2293,0.00,6.7,39,0.00,0
61.563,-10.41,0.28,off,183.2,0.250,0.00,59.7,5,77.0,10.17,4.35,2256,0.00,6.3,39,0.00,0
61.664,-10.44,0.27,off,183.2,0.250,0.00,59.3,4,77.0,9.41,4.31,2240,0.00,6.7,35,0.00,0
61.759,-10.44,0.26,off,183.2,0.250,0.00,57.2,4,77.0,9.76,4.33,2246,1.72,6.3,35,8.24,0
61.857,-10.51,0.26,off,183.2,0.250,0.00,54.1,4,77.0,10.31,4.23,2228,6.06,7.5,35,9.41,0
61.955,-10.36,0.28,off,183.2,0.250,0.00,47.0,4,77.0,11.89,4.37,2184,7.34,10.2,35,11.76,0
62.055,-9.12,0.35,off,183.2,0.250,0.00,30.3,4,77.0,18.33,5.04,2260,10.55,13.7,35,14.12,0
62.160,-7.53,0.47,off,183.2,0.250,0.00,21.2,4,77.0,24.59,6.77,2228,13.79,16.1,33,16.08,0
62.254,-5.89,0.62,off,183.2,0.250,0.00,19.3,4,77.0,26.49,8.47,2226,14.12,16.5,33,15.69,0
62.353,-5.02,0.69,off,183.2,0.250,0.00,15.8,4,77.0,28.29,9.33,2224,15.41,17.3,33,16.08,0
62.449,-4.59,0.73,off,183.2,0.250,0.00,13.4,4,77.0,29.49,10.01,2208,16.30,19.6,33,16.08,0
62.549,-3.62,0.80,off,183.2,0.250,0.00,11.5,4,77.0,32.60,10.95,2258,17.95,20.0,33,16.08,0
62.648,-3.16,0.85,off,183.2,0.250,0.00,10.3,4,77.0,33.98,11.48,2241,18.83,21.2,31,16.08,0
62.743,-2.78,0.88,off,183.2,0.250,0.00,10.1,4,77.0,34.42,11.90,2250,19.03,21.2,31,16.08,0
62.844,-2.41,0.91,off,183.2,0.250,0.00,9.9,4,77.0,35.44,12.20,2267,19.36,21.6,31,16.08,0
62.936,-2.26,0.93,off,183.2,0.250,0.00,9.6,4,77.0,36.12,12.43,2277,19.37,21.6,31,16.08,0
63.033,-2.15,0.95,off,183.2,0.250,0.00,9.2,4,77.0,36.77,12.57,2282,19.37,21.6,31,16.08,0
63.141,-2.09,0.96,off,183.2,0.250,0.00,8.9,4,77.0,37.06,12.65,2283,19.39,21.6,31,16.08,0
63.235,-2.03,0.97,off,183.2,0.250,0.00,8.7,4,77.0,37.79,12.73,2327,19.39,21.6,31,16.08,0
63.330,-1.91,0.98,off,183.2,0.250,0.00,8.7,4,77.0,37.90,12.82,2346,19.40,21.6,31,16.08,0
63.431,-1.87,0.98,off,183.2,0.250,0.00,8.5,4,77.0,38.91,12.91,2359,19.42,21.6,31,16.08,0
63.523,-2.71,0.99,on,183.2,0.250,0.00,9.9,4,77.0,33.89,12.94,2368,14.97,9.4,32,16.08,0
63.629,-7.32,0.70,on,183.2,0.250,0.00,19.3,4,77.0,16.67,8.55,2378,0.00,7.5,32,0.00,0
63.726,-8.90,0.47,on,183.2,0.250,0.00,26.3,4,77.0,11.88,6.41,2498,0.00,7.5,32,0.00,0
63.822,-9.82,0.34,on,183.2,0.250,0.00,30.3,4,77.0,11.03,5.24,2538,0.00,6.7,32,0.00,0
63.917,-10.37,0.29,on,183.2,0.250,0.00,34.3,4,77.0,10.41,4.54,2500,0.00,7.5,32,0.00,0
64.020,-10.50,0.27,on,183.2,0.250,0.00,36.2,4,77.0,11.37,4.29,2451,0.00,10.6,32,9.41,0
64.114,-0.04,0.65,on,183.2,0.250,0.00,6.4,3,77.0,65.31,8.84,2670,68.31,68.6,32,32.94,0
64.211,-1.88,1.06,on,183.2,0.250,0.00,11.5,3,77.0,37.13,15.26,3026,0.00,10.2,32,0.00,0
64.311,-8.24,0.59,on,183.2,0.250,0.00,24.5,3,77.0,15.47,8.06,3322,0.00,8.2,32,0.00,0
64.412,-9.85,0.34,on,183.2,0.250,0.00,28.5,3,77.0,13.76,5.39,3313,0.00,9.0,32,0.00,0
64.508,-10.17,0.28,on,183.2,0.250,0.00,31.5,3,77.0,13.94,4.61,3032,0.00,9.0,33,0.00,0
64.605,-10.16,0.28,on,183.2,0.250,0.00,34.8,3,77.0,13.25,4.62,2946,0.00,8.2,33,0.00,0
64.706,-10.34,0.26,on,183.2,0.250,0.00,36.2,3,77.0,13.21,4.47,3148,2.21,16.1,33,16.86,0
64.805,-4.26,0.45,off,183.2,0.250,0.00,8.5,3,77.0,53.31,7.92,3196,26.51,30.6,33,21.57,0
64.902,-1.12,0.94,off,183.2,0.250,0.00,7.1,3,77.0,56.97,13.11,3072,29.99,33.3,33,25.49,0
64.996,-0.31,1.06,off,183.2,0.250,0.00,6.1,3,77.0,59.83,14.22,3177,30.97,34.1,33,26.27,0
65.097,0.31,1.13,off,183.2,0.250,0.00,5.2,3,77.0,64.61,14.95,3201,31.45,34.1,33,27.45,0
65.196,0.92,1.20,off,183.2,0.250,0.00,4.7,3,77.0,67.06,15.46,3245,31.38,34.1,33,27.45,0
65.293,1.47,1.24,off,183.2,0.250,0.00,4.7,3,77.0,69.98,16.10,3280,31.18,33.7,33,27.06,0
65.391,2.15,1.31,off,183.2,0.250,0.00,4.5,3,77.0,76.24,16.65,3348,31.14,33.7,33,27.06,0
65.487,2.70,1.38,off,183.2,0.250,0.00,4.5,3,77.0,81.89,17.25,3380,30.74,33.3,34,27.06,0
65.590,3.40,1.45,off,183.2,0.250,0.00,4.2,3,77.0,83.95,17.94,3446,30.70,33.3,34,26.67,0
65.687,4.03,1.50,off,183.2,0.250,0.00,4.0,3,77.0,89.02,18.62,3505,30.38,32.9,34,26.67,0
65.784,4.57,1.54,off,183.2,0.250,0.00,4.0,3,77.0,92.14,19.16,3550,30.20,32.9,34,26.27,0
65.878,4.83,1.56,off,183.2,0.250,0.00,3.8,3,77.0,95.71,19.55,3610,29.99,32.5,34,26.27,0
65.974,4.94,1.58,off,183.2,0.250,0.00,4.0,3,77.0,96.38,19.70,3652,29.88,32.5,35,25.88,0
66.073,4.84,1.57,off,183.2,0.250,0.00,3.8,3,77.0,97.49,19.68,3734,29.90,32.5,35,25.88,0
66.176,4.84,1.57,off,183.2,0.250,0.00,4.0,3,77.0,97.27,19.61,3769,29.95,32.9,35,25.49,0
66.271,4.68,1.55,off,183.2,0.250,0.00,3.8,2,77.0,98.42,19.51,3868,29.98,32.9,35,25.49,0
66.373,4.56,1.54,off,181.4,0.250,0.00,4.2,3,77.0,98.42,19.34,3924,30.00,32.9,37,25.49,0
66.467,4.37,1.52,off,181.4,0.250,0.00,4.0,3,77.0,101.54,19.21,3960,30.03,32.9,37,24.31,0
66.567,4.31,1.51,off,181.4,0.250,0.00,4.2,3,77.0,100.58,19.05,4038,30.07,32.9,37,20.39,0
66.666,4.11,1.49,off,181.4,0.250,0.00,4.2,2,77.0,101.30,18.96,4099,30.03,32.9,37,19.22,0
