Time (sec),Boost (psi),Calculated Load (g/rev),Clutch Sw (on/off),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fuel Economy (mpg),Gear Position (gear),Intake Temp (F),MAF (g/s),Man Abs Press (psi),RPM (RPM),Target Throttle (%),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.5.0-26366][2006 USDM Impreza WRX STI][Reflash: Stage1 91 v400.ptm - Realtime: Stage1 91 v400.ptm]"
2.225,-4.19,0.78,off,179.6,0.375,0.00,21.2,6,73.4,30.01,10.49,2246,14.90,16.9,56,16.08,0
2.345,-4.07,0.79,off,179.6,0.375,0.00,21.4,6,73.4,29.88,10.66,2232,14.90,16.9,56,16.08,0
2.411,-3.96,0.80,off,179.6,0.375,0.00,21.2,6,73.4,29.99,10.73,2233,14.92,16.9,56,15.69,0
2.512,-3.92,0.81,off,179.6,0.375,0.00,20.9,6,73.4,30.32,10.75,2250,14.89,16.9,56,15.69,0
2.645,-3.90,0.81,off,179.6,0.375,0.00,20.7,6,73.4,30.21,10.78,2231,14.90,16.9,56,15.69,0
2.753,-3.91,0.81,off,179.6,0.375,0.00,20.5,6,73.4,30.33,10.86,2232,14.92,16.9,56,15.69,0
2.806,-3.89,0.81,off,179.6,0.375,0.00,20.9,6,73.4,30.10,10.86,2248,14.92,16.9,56,15.69,0
2.954,-3.85,0.81,off,179.6,0.375,0.00,21.2,6,73.4,29.98,10.89,2243,14.89,16.9,56,15.69,0
3.023,-3.79,0.81,off,179.6,0.375,0.00,20.7,6,73.4,30.54,10.87,2240,14.91,16.9,56,15.69,0
3.098,-3.79,0.81,off,179.6,0.375,0.00,20.9,6,73.4,30.31,10.92,2252,14.89,16.9,56,15.69,0
3.195,-3.79,0.82,off,179.6,0.375,0.00,20.2,6,73.4,30.76,10.94,2234,14.90,16.9,55,15.69,0
3.295,-3.78,0.82,off,179.6,0.375,0.00,20.2,6,73.4,30.88,10.98,2234,14.91,16.9,55,15.69,0
3.395,-3.77,0.82,off,179.6,0.375,0.00,20.2,6,73.4,30.98,11.00,2249,14.90,16.9,55,15.29,0
3.491,-3.94,0.82,off,179.6,0.375,0.00,21.4,6,73.4,29.08,10.94,2238,13.90,15.3,55,14.51,0
3.591,-4.37,0.78,off,179.6,0.375,0.00,22.8,6,73.4,26.89,10.46,2240,12.90,14.9,55,14.12,0
3.691,-5.36,0.74,off,179.6,0.375,0.00,25.6,6,73.4,23.76,10.02,2251,11.33,10.2,55,13.33,0
3.782,-7.32,0.60,off,179.6,0.375,0.00,41.6,6,73.4,14.56,7.97,2228,3.92,7.1,55,10.20,0
3.882,-8.82,0.44,off,179.6,0.375,0.00,50.1,6,73.4,11.70,6.28,2220,3.41,6.7,55,8.63,0
3.986,-9.71,0.35,off,179.6,0.375,0.00,58.3,6,73.4,10.57,5.31,2247,2.85,6.7,55,8.24,0
4.080,-10.07,0.31,off,179.6,0.375,0.00,64.9,6,73.4,10.07,4.79,2228,2.35,6.7,55,8.24,0
4.177,-10.30,0.28,off,179.6,0.375,0.00,67.5,6,73.4,10.12,4.48,2237,1.85,6.7,55,8.24,0
4.278,-10.41,0.28,off,179.6,0.375,0.00,67.5,6,73.4,10.07,4.33,2218,1.37,6.7,55,8.24,0
4.375,-10.45,0.27,off,179.6,0.375,0.00,71.3,6,73.4,10.17,4.28,2201,2.59,6.7,55,8.24,0
4.472,-10.53,0.27,off,179.6,0.375,0.00,70.1,6,73.4,10.12,4.27,2227,5.23,6.7,55,8.24,0
4.575,-10.36,0.29,off,179.6,0.375,0.00,54.8,6,73.4,11.93,4.28,2231,7.62,9.4,55,11.76,0
4.675,-9.45,0.34,off,179.6,0.375,0.00,37.2,6,73.4,17.25,4.91,2196,10.01,12.5,56,14.51,0
4.771,-7.88,0.44,off,179.6,0.375,0.00,28.9,6,73.4,21.53,6.29,2225,12.33,14.5,56,16.08,0
4.866,-6.55,0.55,off,179.6,0.375,0.00,24.9,6,73.4,24.88,7.70,2208,13.09,15.7,56,16.08,0
4.961,-5.58,0.64,off,179.6,0.375,0.00,23.3,6,73.4,27.05,8.88,2222,14.27,16.5,56,16.08,0
5.057,-4.87,0.71,off,179.6,0.375,0.00,22.3,6,73.4,28.28,9.65,2218,14.84,16.9,56,16.08,0
5.161,-4.52,0.75,off,179.6,0.375,0.00,22.1,6,73.4,28.31,10.07,2197,15.01,17.3,56,16.08,0
5.256,-4.34,0.76,off,179.6,0.375,0.00,21.6,6,73.4,29.11,10.31,2210,14.99,17.3,56,16.08,0
5.351,-4.24,0.78,off,179.6,0.375,0.00,21.6,6,73.4,29.25,10.47,2200,15.06,17.3,56,16.08,0
5.457,-4.19,0.79,off,179.6,0.375,0.00,21.6,6,73.4,29.19,10.55,2214,15.14,17.3,56,16.08,0
5.550,-4.09,0.79,off,179.6,0.375,0.00,21.2,6,73.4,29.15,10.64,2213,15.34,17.3,55,16.08,0
5.652,-3.94,0.80,off,179.6,0.375,0.00,20.7,6,73.4,30.31,10.73,2206,15.35,17.3,55,16.08,0
5.748,-3.74,0.82,off,179.6,0.375,0.00,20.5,6,73.4,30.76,10.89,2221,15.69,17.6,55,16.08,0
5.841,-3.60,0.83,off,179.6,0.375,0.00,19.8,6,73.4,31.54,11.07,2209,15.92,17.6,55,16.08,0
5.940,-3.49,0.84,off,179.6,0.375,0.00,19.8,6,73.4,31.75,11.23,2220,16.04,18.4,55,15.69,0
6.038,-3.24,0.86,off,179.6,0.375,0.00,18.8,6,73.4,32.75,11.43,2221,16.38,18.4,55,15.69,0
6.143,-3.11,0.87,off,179.6,0.375,0.00,19.1,6,73.4,32.85,11.60,2214,16.40,18.4,55,15.69,0
6.235,-3.00,0.88,off,179.6,0.375,0.00,18.8,6,73.4,32.85,11.67,2230,16.38,18.4,55,15.69,0
6.337,-2.98,0.88,off,179.6,0.375,0.00,19.1,6,73.4,32.49,11.71,2220,16.36,18.4,55,15.29,0
6.436,-2.97,0.88,off,179.6,0.375,0.00,18.8,6,73.4,32.83,11.79,2214,16.41,18.4,55,15.29,0
6.530,-2.92,0.88,off,179.6,0.375,0.00,18.8,6,73.4,32.96,11.82,2226,16.39,18.4,55,14.90,0
6.628,-2.88,0.89,off,179.6,0.375,0.00,19.1,6,73.4,32.83,11.90,2221,16.42,18.4,55,14.51,0
6.726,-2.81,0.89,off,179.6,0.375,0.00,18.8,6,73.4,32.94,11.85,2222,16.42,18.4,55,14.51,0
6.822,-2.76,0.89,off,179.6,0.375,0.00,18.3,6,73.4,33.68,11.91,2234,16.37,18.4,55,13.73,0
6.919,-2.76,0.90,off,179.6,0.375,0.00,18.3,6,73.4,33.55,11.97,2217,16.41,18.4,55,13.73,0
7.025,-2.73,0.91,off,181.4,0.375,0.00,18.6,6,73.4,33.55,12.02,2231,16.42,18.4,55,12.94,0
7.123,-2.73,0.91,off,181.4,0.375,0.00,18.3,6,73.4,33.91,12.03,2238,16.41,18.4,55,12.94,0
7.221,-2.70,0.91,off,181.4,0.375,0.00,18.6,6,73.4,33.66,12.01,2224,16.43,18.4,55,12.55,0
7.312,-2.64,0.91,off,181.4,0.375,0.00,18.3,6,73.4,34.03,12.05,2243,16.43,18.4,55,11.76,0
7.415,-2.66,0.91,off,181.4,0.375,0.00,18.3,6,73.4,33.90,12.06,2249,16.41,18.4,55,11.76,0
7.508,-2.63,0.91,off,181.4,0.375,0.00,18.3,6,73.4,34.15,12.11,2241,16.45,18.4,56,10.98,0
7.607,-2.66,0.91,off,181.4,0.375,0.00,18.6,6,73.4,34.03,12.09,2258,16.45,18.4,56,10.98,0
7.711,-2.58,0.91,off,181.4,0.375,0.00,18.3,6,73.4,34.39,12.13,2258,16.61,18.8,56,10.59,0
7.801,-2.49,0.92,off,181.4,0.375,0.00,18.3,6,73.4,34.50,12.17,2244,16.65,18.8,56,10.20,0
7.907,-2.46,0.92,off,181.4,0.375,0.00,18.3,6,73.4,34.38,12.22,2262,16.63,18.8,56,9.80,0
8.007,-2.46,0.92,off,181.4,0.375,0.00,18.3,6,73.4,34.50,12.24,2253,16.62,18.8,56,9.41,0
8.097,-2.46,0.92,off,181.4,0.375,0.00,18.3,6,73.4,34.38,12.29,2234,16.64,18.8,56,9.02,0
8.200,-2.48,0.92,off,181.4,0.375,0.00,18.1,6,73.4,34.87,12.30,2257,16.61,18.4,56,8.63,0
8.292,-2.48,0.93,off,181.4,0.375,0.00,18.1,6,73.4,34.87,12.28,2258,16.97,19.2,56,8.24,0
8.390,-2.19,0.94,off,181.4,0.375,0.00,17.9,6,73.4,35.57,12.46,2245,17.32,19.2,56,8.24,0
8.494,-2.08,0.95,off,181.4,0.375,0.00,17.6,6,73.4,35.93,12.63,2259,17.33,19.2,56,7.45,0
8.590,-2.04,0.95,off,181.4,0.375,0.00,17.2,6,73.4,36.67,12.64,2266,17.31,19.2,56,7.06,0
8.688,-2.03,0.96,off,181.4,0.375,0.00,17.6,6,73.4,35.56,12.71,2249,17.32,19.2,56,6.67,0
8.785,-2.08,0.96,off,181.4,0.375,0.00,17.4,6,73.4,36.29,12.69,2251,17.34,19.2,56,5.88,0
8.881,-2.07,0.96,off,181.4,0.375,0.00,17.4,6,73.4,36.30,12.70,2265,17.34,19.2,56,5.49,0
8.980,-2.03,0.96,off,181.4,0.375,0.00,17.6,6,73.4,36.05,12.73,2262,17.35,19.2,56,5.10,0
9.086,-1.97,0.96,off,181.4,0.375,0.00,17.4,6,73.4,36.42,12.71,2263,17.36,19.2,56,4.71,0
9.176,-1.96,0.96,off,181.4,0.375,0.00,17.4,6,73.4,36.54,12.70,2277,17.35,19.2,56,3.92,0
9.277,-1.98,0.96,off,181.4,0.375,0.00,17.4,6,73.4,36.54,12.75,2276,17.33,19.6,56,3.53,0
9.375,-1.97,0.97,off,181.4,0.375,0.00,16.9,6,73.4,37.14,12.79,2264,17.34,19.2,56,3.14,0
9.471,-1.95,0.98,off,181.4,0.375,0.00,17.2,6,73.4,36.53,12.80,2278,17.35,19.2,56,2.75,0
9.569,-1.97,0.97,off,181.4,0.375,0.00,17.4,6,73.4,36.04,12.82,2278,17.33,19.2,56,1.96,0
9.668,-1.95,0.97,off,181.4,0.375,0.00,16.9,6,73.4,36.89,12.75,2266,17.36,19.2,56,1.57,0
9.763,-1.96,0.97,off,181.4,0.375,0.00,17.2,6,73.4,36.78,12.79,2267,17.37,19.2,56,1.18,0
9.860,-1.89,0.97,off,181.4,0.375,0.00,17.2,6,73.4,37.02,12.77,2279,17.37,19.2,56,0.78,0
9.958,-1.95,0.97,off,181.4,0.375,0.00,17.2,6,73.4,36.90,12.80,2283,17.35,19.2,56,0.00,0
10.057,-1.93,0.97,off,181.4,0.375,0.00,17.2,6,73.4,36.65,12.85,2277,17.37,19.2,56,0.00,0
10.155,-1.93,0.97,off,181.4,0.375,0.00,16.9,6,73.4,37.02,12.82,2293,17.35,19.2,56,0.00,0
10.259,-1.95,0.97,off,181.4,0.375,0.00,17.2,6,73.4,37.14,12.81,2302,17.35,19.6,57,0.00,0
10.350,-1.93,0.97,off,181.4,0.375,0.00,17.2,6,73.4,37.02,12.82,2288,17.36,19.6,57,0.00,0
10.454,-1.95,0.97,off,181.4,0.375,0.00,17.2,6,73.4,37.14,12.82,2290,17.39,19.6,57,0.00,0
10.556,-1.90,0.97,off,181.4,0.375,0.00,16.9,6,73.4,37.50,12.80,2298,17.38,19.2,57,0.00,0
10.651,-1.91,0.97,off,181.4,0.375,0.00,16.9,6,73.4,37.27,12.80,2310,17.36,19.2,57,0.00,0
10.746,-1.89,0.98,off,181.4,0.375,0.00,16.9,6,73.4,37.50,12.81,2295,17.37,19.2,57,0.00,0
10.844,-1.93,0.97,off,181.4,0.375,0.00,16.9,6,73.4,37.63,12.82,2295,17.42,19.6,57,0.00,0
10.946,-1.97,0.97,off,181.4,0.375,0.00,16.9,6,73.4,37.63,12.81,2308,17.38,19.6,57,0.00,0
11.038,-1.92,0.98,off,181.4,0.375,0.00,16.9,6,73.4,37.38,12.85,2301,17.39,19.6,57,0.00,0
11.140,-1.89,0.97,off,181.4,0.375,0.00,16.9,6,73.4,37.37,12.86,2306,17.39,19.6,57,0.00,0
11.233,-1.93,0.97,off,181.4,0.375,0.00,17.2,6,73.4,37.51,12.81,2309,17.43,19.6,57,0.00,0
11.336,-1.96,0.97,off,181.4,0.375,0.00,17.4,6,73.4,37.14,12.75,2319,17.44,16.1,57,0.00,0
11.439,-5.94,0.82,on,181.4,0.375,0.00,33.9,6,73.4,18.54,10.69,2301,3.83,7.5,57,0.00,0
11.527,-7.83,0.55,on,181.4,0.375,0.00,46.8,6,73.4,12.51,7.45,2294,0.00,7.5,57,0.00,0
11.637,-9.22,0.40,on,181.4,0.375,0.00,53.9,6,73.4,10.94,6.00,2352,0.00,6.7,57,0.00,0
11.729,-9.98,0.31,on,181.4,0.375,0.00,61.9,6,73.4,10.21,4.93,2389,0.00,11.0,57,0.00,0
11.825,0.28,0.54,on,181.4,0.375,0.00,9.9,5,73.4,66.64,9.28,2621,54.72,57.3,57,28.24,0
11.922,-2.20,1.04,on,181.4,0.375,0.00,19.3,5,73.4,35.08,14.72,3201,0.00,10.2,57,0.00,0
12.021,-8.37,0.56,on,181.4,0.375,0.00,43.5,5,73.4,15.34,7.92,3442,0.00,8.2,57,0.00,0
12.122,-9.96,0.32,on,181.4,0.375,0.00,49.2,5,73.4,14.11,5.22,3458,0.00,9.4,57,0.00,0
12.213,-10.39,0.26,on,181.4,0.375,0.00,50.8,5,73.4,14.56,4.42,3471,0.00,9.4,58,0.00,0
12.317,-10.49,0.26,on,181.4,0.375,0.00,52.5,5,73.4,14.45,4.24,3408,0.00,9.0,58,0.00,0
12.410,-10.51,0.26,on,181.4,0.375,0.00,55.7,5,73.4,14.28,4.24,3331,0.00,9.0,58,0.00,0
12.507,-10.55,0.25,on,181.4,0.375,0.00,57.6,5,73.4,13.82,4.18,3267,0.00,8.6,58,0.00,0
12.612,-10.48,0.25,on,181.4,0.375,0.00,63.0,5,73.4,13.48,4.22,3194,0.00,8.2,58,0.00,0
12.705,-10.39,0.25,on,181.4,0.375,0.00,70.8,5,73.4,12.72,4.31,3106,0.00,8.2,57,0.00,0
12.801,-10.38,0.25,on,181.4,0.375,0.00,73.2,5,73.4,12.30,4.29,2979,0.00,7.8,57,0.00,0
12.899,-10.31,0.25,on,181.4,0.375,0.00,72.9,5,73.4,12.35,4.44,2837,0.00,7.5,57,0.00,0
12.997,-10.26,0.26,on,181.4,0.375,0.00,74.8,5,73.4,12.03,4.45,2691,0.00,7.5,57,0.00,0
13.101,-10.39,0.26,on,183.2,0.375,0.00,79.7,5,73.4,11.18,4.41,2571,0.00,6.7,57,0.00,0
13.201,-10.51,0.26,on,183.2,0.375,0.00,84.9,5,73.4,10.50,4.25,2446,0.00,6.7,57,0.00,0
13.293,-10.58,0.26,on,183.2,0.375,0.00,87.3,5,73.4,10.21,4.16,2319,0.00,6.3,57,0.00,0
13.395,-10.60,0.26,on,183.2,0.375,0.00,92.4,5,73.4,9.63,4.14,2217,0.00,5.9,57,0.00,0
13.492,-10.60,0.26,on,183.2,0.375,0.00,95.0,5,73.4,9.37,4.13,2084,0.00,5.5,57,0.00,0
13.590,-10.53,0.26,on,183.2,0.375,0.00,101.6,5,73.4,8.67,4.19,1973,0.00,5.5,56,0.00,0
13.686,-10.48,0.26,on,183.2,0.375,0.00,106.3,5,73.4,8.28,4.25,1862,0.00,5.1,56,0.00,0
13.782,-10.48,0.27,on,183.2,0.375,0.00,112.9,5,73.4,7.80,4.29,1746,0.00,4.7,56,0.00,0
13.881,-10.55,0.27,off,183.2,0.375,0.00,124.9,5,73.4,7.05,4.19,1634,0.00,4.3,56,0.00,0
13.984,-10.65,0.26,off,183.2,0.375,0.00,132.4,5,73.4,6.65,4.08,1536,0.00,3.9,56,0.00,0
14.086,-10.64,0.26,off,183.2,0.375,0.00,141.6,5,73.4,6.22,4.07,1412,0.00,3.5,56,0.00,0
14.179,-10.60,0.26,off,183.2,0.375,0.00,152.7,5,73.4,5.77,4.12,1314,0.00,3.1,56,0.00,0
14.283,-10.61,0.26,off,183.2,0.375,0.00,166.1,5,73.4,5.31,4.13,1210,0.00,3.1,56,0.00,0
14.375,-10.53,0.26,off,183.2,0.375,0.00,168.9,5,73.4,5.22,4.16,1098,0.00,3.1,56,0.00,0
14.475,-10.35,0.28,off,183.2,0.375,0.00,166.1,5,73.4,5.31,4.31,1011,0.00,3.1,56,0.00,0
14.570,-10.10,0.30,off,183.2,0.375,0.00,164.7,5,73.4,5.35,4.54,900,0.00,3.5,56,0.00,0
14.666,-9.63,0.32,off,183.2,0.375,0.00,153.8,5,73.4,5.73,4.92,828,0.00,3.5,56,0.00,0
14.762,-9.31,0.34,off,183.2,0.375,0.00,159.0,5,73.4,5.54,5.29,891,0.00,3.1,56,0.00,0
14.865,-9.34,0.34,off,183.2,0.375,0.00,168.9,5,73.4,5.22,5.46,991,0.00,3.1,56,0.00,0
14.962,-9.53,0.32,off,183.2,0.375,0.00,170.8,5,73.4,5.16,5.26,1059,0.00,3.1,56,0.00,0
15.065,-9.71,0.31,off,183.2,0.375,0.00,174.3,5,73.4,5.00,5.09,1067,0.00,2.7,55,0.00,0
15.160,-10.05,0.29,off,183.2,0.375,0.00,186.5,5,73.4,4.67,4.75,1088,0.00,2.7,55,0.00,0
15.255,-10.28,0.28,off,183.2,0.375,0.00,183.5,5,73.4,4.67,4.56,1086,0.00,2.7,55,0.00,0
15.358,-10.41,0.27,off,183.2,0.375,0.00,164.2,5,73.4,4.56,4.36,1083,0.00,2.4,55,0.00,0
15.451,-10.51,0.26,off,183.2,0.375,0.00,148.2,5,73.4,4.37,4.25,1074,0.00,2.4,55,0.00,0
15.555,-10.55,0.25,off,183.2,0.375,0.00,142.5,5,73.4,4.34,4.18,1047,0.00,2.4,55,0.00,0
15.645,-10.59,0.25,off,183.2,0.375,0.00,144.9,5,73.4,4.23,4.16,1034,0.00,2.4,55,0.00,0
15.742,-10.61,0.25,off,183.2,0.375,0.00,144.4,5,73.4,4.21,4.11,1014,0.00,2.4,55,0.00,0
15.845,-10.62,0.25,off,183.2,0.375,0.00,148.4,5,73.4,4.10,4.11,994,0.00,2.0,55,0.00,0
15.945,-10.66,0.24,off,183.2,0.375,0.00,151.5,5,73.4,4.02,4.10,997,0.00,2.4,55,0.00,0
16.041,-10.66,0.24,off,183.2,0.375,0.00,150.3,5,73.4,4.05,4.10,980,0.00,2.4,55,0.00,0
16.141,-10.62,0.24,off,183.2,0.375,0.00,145.6,5,73.4,4.18,4.11,979,0.00,2.4,55,0.00,0
16.232,-10.60,0.25,off,183.2,0.375,0.00,144.4,5,73.4,4.18,4.11,957,0.00,2.4,55,0.00,0
16.337,-10.58,0.25,off,183.2,0.375,0.00,139.5,5,73.4,4.29,4.16,951,0.00,2.4,55,0.00,0
16.433,-10.54,0.26,off,183.2,0.375,0.00,138.5,5,73.4,4.29,4.17,948,0.00,2.4,55,0.00,0
16.526,-10.55,0.26,off,183.2,0.375,0.00,143.2,5,73.4,4.18,4.19,941,0.00,2.0,55,0.00,0
16.630,-10.58,0.26,off,183.2,0.375,0.00,148.9,5,73.4,4.02,4.16,945,0.00,2.0,55,0.00,0
16.725,-10.62,0.25,off,183.2,0.375,0.00,151.9,5,73.4,3.91,4.13,938,0.00,2.0,55,0.00,0
16.820,-10.65,0.25,off,183.2,0.375,0.00,152.7,5,73.4,3.86,4.10,936,0.00,2.0,55,0.00,0
16.923,-10.67,0.25,off,183.2,0.375,0.00,149.6,5,73.4,3.86,4.06,922,0.00,2.0,54,0.00,0
17.017,-10.67,0.25,off,183.2,0.375,0.00,153.6,5,73.4,3.76,4.06,926,0.00,2.0,54,0.00,0
17.117,-10.72,0.24,off,183.2,0.375,0.00,154.3,5,73.4,3.71,4.03,910,0.00,2.0,54,0.00,0
17.219,-10.72,0.24,off,183.2,0.375,0.00,153.1,5,73.4,3.71,4.01,908,0.00,1.6,54,0.00,0
17.320,-10.72,0.24,off,183.2,0.375,0.00,157.4,5,73.4,3.61,4.01,899,0.00,1.6,54,0.00,0
17.409,-10.75,0.24,off,183.2,0.375,0.00,159.5,5,73.4,3.52,3.99,891,0.00,1.6,53,0.00,0
17.512,-10.77,0.24,off,183.2,0.375,0.00,160.4,5,73.4,3.47,3.97,869,0.00,1.6,53,0.00,0
17.615,-10.77,0.23,off,183.2,0.375,0.00,161.8,5,73.4,3.44,3.96,869,0.00,1.6,53,0.00,0
17.704,-10.76,0.23,off,183.2,0.375,0.00,164.7,5,73.4,3.38,3.96,860,0.00,1.6,53,0.00,0
17.805,-10.72,0.23,off,183.2,0.375,0.00,164.7,5,73.4,3.38,4.01,838,0.00,1.6,53,0.00,0
17.899,-10.72,0.23,off,183.2,0.375,0.00,169.1,5,73.4,3.29,4.01,833,0.00,1.2,53,0.00,0
18.003,-10.72,0.23,off,183.2,0.375,0.00,171.7,5,73.4,3.24,4.01,822,0.00,1.6,53,0.00,0
18.102,-10.72,0.23,on,183.2,0.375,0.00,170.8,5,73.4,3.26,4.01,802,0.00,1.6,53,0.00,0
18.196,-10.72,0.23,on,183.2,0.375,0.00,171.7,5,73.4,3.24,4.01,798,0.00,1.6,53,0.00,0
18.296,-10.67,0.23,on,183.2,0.375,0.00,172.9,5,73.4,3.22,4.06,785,0.00,1.6,53,0.00,0
18.389,-10.65,0.23,on,183.2,0.375,0.00,172.2,5,73.4,3.26,4.08,768,0.00,2.4,53,1.18,0
18.488,-10.51,0.24,on,183.2,0.375,0.00,150.5,5,73.4,3.76,4.13,758,0.00,2.0,53,0.00,0
18.592,-10.33,0.25,on,183.2,0.375,0.00,159.0,5,73.4,3.56,4.34,763,0.00,1.6,53,0.00,0
18.688,-10.36,0.25,on,183.2,0.375,0.00,173.8,5,73.4,3.31,4.37,765,0.00,1.6,53,0.00,0
18.781,-10.38,0.25,on,183.2,0.375,0.00,177.1,5,73.4,3.24,4.36,750,0.00,1.6,53,0.00,0
18.887,-10.38,0.25,on,183.2,0.375,0.00,178.5,5,73.4,3.24,4.35,734,0.00,1.6,53,0.00,0
18.977,-10.35,0.25,on,183.2,0.375,0.00,173.6,5,73.4,3.33,4.36,730,0.00,1.6,53,0.00,0
19.083,-10.30,0.25,on,183.2,0.375,0.00,171.5,5,73.4,3.40,4.44,712,0.00,1.6,53,0.00,0
19.175,-10.19,0.26,on,183.2,0.375,0.00,168.9,5,73.4,3.45,4.51,720,0.00,1.6,53,0.00,0
19.277,-10.14,0.26,on,183.2,0.375,0.00,166.1,5,73.4,3.47,4.57,716,0.00,1.6,52,0.00,0
19.381,-10.08,0.26,on,183.2,0.375,0.00,166.5,5,73.4,3.49,4.65,719,0.00,1.6,52,0.00,0
19.473,-10.05,0.27,on,183.2,0.375,0.00,164.2,5,73.4,3.54,4.67,723,0.00,2.0,52,0.00,0
19.570,-10.02,0.27,on,183.2,0.375,0.00,164.2,5,73.4,3.54,4.70,730,0.00,2.0,52,0.00,0
19.666,-10.02,0.27,on,183.2,0.375,0.00,164.2,5,73.4,3.54,4.71,738,0.00,2.0,52,0.00,0
19.762,-10.02,0.27,on,183.2,0.375,0.00,166.5,5,73.4,3.49,4.71,743,0.00,1.6,52,0.00,0
19.862,-10.04,0.27,on,183.2,0.375,0.00,164.2,5,73.4,3.54,4.69,762,0.00,2.0,52,0.00,0
19.958,-10.11,0.27,on,183.2,0.375,0.00,165.1,5,73.4,3.52,4.64,777,0.00,1.6,52,0.00,0
20.061,-10.19,0.26,on,183.2,0.375,0.00,167.7,5,73.4,3.49,4.57,792,0.00,1.6,52,0.00,0
20.155,-10.22,0.26,on,183.2,0.375,0.00,168.6,5,73.4,3.47,4.52,795,0.00,1.6,52,0.00,0
20.252,-10.30,0.25,on,183.2,0.375,0.00,165.4,5,73.4,3.47,4.46,796,0.00,1.6,52,0.00,0
20.355,-10.32,0.25,on,183.2,0.375,0.00,163.0,5,73.4,3.52,4.41,800,0.00,2.0,52,0.00,0
20.451,-10.33,0.25,on,183.2,0.375,0.00,163.0,5,73.4,3.52,4.40,798,0.00,2.0,52,0.00,0
20.555,-10.36,0.25,on,183.2,0.375,0.00,162.1,6,73.4,3.54,4.37,801,0.00,2.0,52,0.00,0
