Time (sec),Boost (psi),Calculated Load (g/rev),Clutch Sw (on/off),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fuel Economy (mpg),Gear Position (gear),Intake Temp (F),MAF (g/s),Man Abs Press (psi),RPM (RPM),Target Throttle (%),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.5.0-26366][2006 USDM Impreza WRX STI][Reflash: Stage1 91 v400.ptm - Realtime: Stage1 91 v400.ptm]"
1.733,-10.12,0.26,on,190.4,0.500,0.00,0.0,1,93.2,3.58,4.40,773,0.00,2.0,0,0.00,0
1.830,-10.12,0.26,on,190.4,0.500,0.00,0.0,1,93.2,3.60,4.40,756,0.00,2.0,0,0.00,0
1.943,-10.12,0.27,on,190.4,0.500,0.00,1.9,1,93.2,3.60,4.40,754,0.00,2.0,1,0.00,0
2.010,-10.07,0.26,on,190.4,0.500,0.00,2.1,1,93.2,3.53,4.42,757,0.00,2.0,1,0.00,0
2.111,-10.07,0.27,on,190.4,0.500,0.00,1.9,1,93.2,3.60,4.45,755,0.00,2.0,1,0.00,0
2.208,-10.07,0.27,on,190.4,0.500,0.00,1.9,1,93.2,3.60,4.45,756,0.00,2.0,1,0.00,0
2.308,-10.05,0.27,on,190.4,0.500,0.00,1.9,1,93.2,3.60,4.46,756,0.00,2.0,1,0.00,0
2.400,-10.07,0.27,on,190.4,0.500,0.00,2.1,1,93.2,3.50,4.46,744,0.00,2.0,1,0.00,0
2.498,-10.04,0.27,on,190.4,0.500,0.00,2.1,1,93.2,3.48,4.48,741,0.00,2.0,1,0.00,0
2.591,-10.00,0.27,on,190.4,0.500,0.00,1.9,1,93.2,3.60,4.48,727,0.02,2.0,1,0.78,0
2.686,-9.95,0.27,on,190.4,0.500,0.00,1.9,1,93.2,3.63,4.56,702,0.21,2.4,1,1.18,0
2.790,-9.80,0.28,on,190.4,0.500,0.00,1.9,1,93.2,3.88,4.64,688,0.21,2.4,1,1.18,0
2.889,-9.67,0.29,on,190.4,0.500,0.00,1.9,1,93.2,3.98,4.79,682,0.21,2.4,1,1.18,0
2.985,-9.54,0.30,on,190.4,0.500,0.00,1.6,1,93.2,4.01,4.92,670,0.21,2.4,1,1.18,0
3.081,-9.44,0.31,on,190.4,0.500,0.00,1.6,1,93.2,4.04,5.03,663,0.21,2.4,1,1.18,0
3.178,-9.34,0.32,on,190.4,0.500,0.00,1.9,1,93.2,3.80,5.18,665,0.21,2.4,1,1.18,0
3.282,-9.26,0.32,on,190.4,0.500,0.00,1.9,1,93.2,3.87,5.26,656,0.21,2.4,1,0.78,0
3.376,-9.16,0.32,on,190.4,0.500,0.00,1.9,1,93.2,3.98,5.33,654,0.21,2.4,1,0.78,0
3.473,-9.10,0.33,on,190.4,0.500,0.00,1.9,1,93.2,3.88,5.38,639,0.21,2.4,1,0.78,0
3.568,-9.03,0.34,on,190.4,0.500,0.00,1.9,1,93.2,3.88,5.46,620,0.21,2.4,1,0.78,0
3.666,-8.94,0.34,on,190.4,0.500,0.00,1.9,1,93.2,3.77,5.53,590,0.21,2.4,1,0.78,0
3.771,-8.88,0.35,on,190.4,0.500,0.00,1.9,1,93.2,3.85,5.64,548,0.21,2.4,1,0.78,0
3.862,-8.75,0.36,on,190.4,0.500,0.00,1.9,1,93.2,3.83,5.77,516,0.21,2.4,1,0.78,0
3.966,-8.49,0.37,on,190.4,0.500,0.00,1.9,1,93.2,3.91,5.88,454,0.21,2.4,1,0.78,0
4.062,-8.35,0.41,on,190.4,0.500,0.00,1.9,1,93.2,3.91,6.17,426,0.21,2.4,1,0.78,0
4.158,-8.17,0.43,on,190.4,0.500,0.00,1.9,1,93.2,3.83,6.35,390,0.21,2.4,1,0.39,0
4.257,-7.72,0.45,on,190.4,0.500,0.00,3.8,1,93.2,3.75,6.80,392,0.21,2.4,1,0.39,0
4.353,-7.45,0.46,on,190.4,0.500,0.00,3.8,1,93.2,3.78,6.88,444,0.21,2.4,1,0.78,0
4.451,-7.38,0.46,on,190.4,0.500,0.00,3.8,1,93.2,3.68,7.14,467,0.21,2.4,1,0.78,0
4.553,-7.37,0.47,on,190.4,0.500,0.00,3.8,1,93.2,3.68,7.14,445,0.21,2.4,1,0.78,0
4.650,-7.35,0.47,on,190.4,0.500,0.00,3.5,1,93.2,3.72,7.18,512,0.21,2.4,1,0.78,0
4.747,-7.41,0.45,on,190.4,0.500,0.00,5.6,1,93.2,3.51,7.11,566,0.21,2.4,2,0.78,0
4.849,-7.63,0.43,on,190.4,0.500,0.00,5.6,1,93.2,3.48,6.89,546,0.21,2.4,2,0.78,0
4.941,-7.79,0.42,on,190.4,0.500,0.00,5.4,1,93.2,3.55,6.79,555,0.21,2.4,2,0.78,0
5.042,-7.92,0.40,on,190.4,0.500,0.00,5.4,1,93.2,3.44,6.68,614,0.21,2.4,2,0.78,0
5.143,-8.15,0.38,off,190.4,0.500,0.00,7.1,1,93.2,3.58,6.47,652,0.21,2.4,2,0.78,0
5.244,-8.32,0.37,off,190.4,0.500,0.00,6.6,1,93.2,3.99,6.27,618,0.21,3.5,2,1.57,0
5.333,-8.29,0.37,off,190.4,0.500,0.00,5.4,1,93.2,4.74,6.23,641,0.21,2.4,2,0.78,0
5.433,-8.24,0.38,off,190.4,0.500,0.00,6.4,1,93.2,4.17,6.28,689,0.21,3.1,2,1.18,0
5.529,-8.35,0.37,off,190.4,0.500,0.00,5.9,1,93.2,4.58,6.20,714,0.21,3.1,2,1.57,0
5.627,-8.42,0.37,off,190.4,0.500,0.00,7.5,1,93.2,4.67,6.12,704,0.21,3.1,3,1.57,0
5.733,-8.42,0.38,off,190.4,0.500,0.00,8.0,1,93.2,4.55,6.10,700,0.21,3.1,3,1.57,0
5.831,-8.43,0.37,off,190.4,0.500,0.00,7.8,1,93.2,4.61,6.10,728,0.21,2.0,3,1.18,0
5.923,-8.66,0.36,off,190.4,0.500,0.00,8.9,1,93.2,4.01,6.00,791,0.21,2.7,3,1.57,0
6.019,-8.92,0.34,off,190.4,0.500,0.00,8.7,1,93.2,4.12,5.69,819,0.22,2.4,3,1.18,0
6.117,-9.26,0.33,off,190.4,0.500,0.00,9.2,1,93.2,3.95,5.36,800,0.23,2.4,3,1.18,0
6.218,-9.39,0.31,off,190.4,0.500,0.00,9.4,1,93.2,3.85,5.20,821,0.21,2.4,3,1.18,0
6.313,-9.60,0.29,off,190.4,0.500,0.00,9.4,1,93.2,3.82,4.98,843,0.24,2.4,3,1.18,0
6.417,-9.78,0.28,off,190.4,0.500,0.00,9.9,1,93.2,3.68,4.80,870,0.26,2.4,3,1.18,0
6.519,-9.91,0.27,off,190.4,0.500,0.00,9.2,1,93.2,3.93,4.64,860,0.39,2.4,3,1.18,0
6.613,-9.93,0.27,off,190.4,0.500,0.00,12.5,1,93.2,4.17,4.59,840,0.37,2.7,4,1.57,0
6.716,-9.91,0.28,off,190.4,0.500,0.00,12.2,1,93.2,4.22,4.59,840,0.35,2.7,4,1.57,0
6.806,-9.93,0.28,off,190.4,0.500,0.00,12.2,1,93.2,4.25,4.61,850,0.36,2.7,4,1.57,0
6.901,-9.94,0.28,off,190.4,0.500,0.00,12.2,1,93.2,4.22,4.59,868,0.38,2.4,4,1.57,0
7.006,-9.97,0.28,off,190.4,0.500,0.00,12.0,1,93.2,4.25,4.54,880,0.45,2.7,4,1.57,0
7.106,-10.02,0.28,off,190.4,0.500,0.00,12.0,1,93.2,4.22,4.51,904,0.49,2.7,4,1.57,0
7.200,-10.06,0.28,off,190.4,0.500,0.00,12.0,1,93.2,4.20,4.48,908,0.49,2.7,4,1.57,0
7.304,-10.12,0.27,off,190.4,0.500,0.00,11.5,1,93.2,4.28,4.41,932,0.59,2.7,4,1.57,0
7.394,-10.17,0.27,off,190.4,0.500,0.00,11.1,1,93.2,4.42,4.36,937,0.61,2.7,4,1.57,0
7.497,-10.19,0.28,off,190.4,0.500,0.00,12.0,1,93.2,4.61,4.34,959,0.64,2.7,5,1.57,0
7.594,-10.22,0.28,off,190.4,0.500,0.00,12.2,1,93.2,4.44,4.30,947,0.64,2.7,5,1.57,0
7.688,-10.22,0.28,off,190.4,0.500,0.00,11.8,1,93.2,4.64,4.30,955,0.64,2.7,5,1.57,0
7.788,-10.23,0.28,off,190.4,0.500,0.00,12.0,1,93.2,4.58,4.30,982,0.66,2.7,5,1.57,0
7.882,-10.27,0.28,off,190.4,0.500,0.00,11.8,1,93.2,4.61,4.27,1000,1.08,3.9,5,1.57,0
7.987,-10.11,0.28,off,190.4,0.500,0.00,8.0,1,93.2,5.89,4.27,1040,2.35,4.7,4,3.14,0
8.085,-9.80,0.31,off,190.4,0.500,0.00,7.3,1,93.2,6.54,4.63,1074,2.49,4.7,4,3.14,0
8.176,-9.54,0.33,off,190.4,0.500,0.00,7.3,1,93.2,6.61,4.88,1084,2.52,4.7,4,3.14,0
8.275,-9.47,0.34,off,190.4,0.500,0.00,7.3,1,93.2,6.54,5.05,1067,2.58,4.3,4,3.14,0
8.376,-9.36,0.35,off,190.4,0.500,0.00,7.8,1,93.2,6.25,5.12,1049,2.48,4.3,4,2.75,0
8.473,-9.33,0.35,off,190.4,0.500,0.00,9.2,1,93.2,6.19,5.18,1101,2.51,5.1,5,3.53,0
8.573,-9.19,0.35,off,190.4,0.500,0.00,8.2,1,93.2,6.90,5.22,1130,2.61,5.5,5,3.92,0
8.668,-9.06,0.35,off,190.4,0.500,0.00,7.8,1,93.2,7.30,5.39,1188,2.77,5.5,5,4.31,0
8.764,-9.08,0.36,off,190.4,0.500,0.00,7.5,1,93.2,7.57,5.44,1255,2.91,5.5,5,4.31,0
8.867,-9.11,0.35,off,190.4,0.500,0.00,7.5,1,93.2,7.69,5.39,1270,2.93,5.5,5,4.31,0
8.960,-9.10,0.36,off,190.4,0.500,0.00,8.5,1,93.2,7.69,5.39,1204,2.91,5.5,6,4.31,0
9.058,-9.04,0.37,off,190.4,0.500,0.00,8.2,1,93.2,7.89,5.44,1276,2.90,5.5,6,4.31,0
9.156,-9.09,0.36,off,190.4,0.500,0.00,8.5,1,93.2,7.62,5.44,1356,2.93,5.5,6,4.31,0
9.261,-9.23,0.35,off,190.4,0.500,0.00,8.5,1,93.2,7.50,5.32,1410,3.12,5.5,6,4.31,0
9.361,-9.28,0.34,off,190.4,0.500,0.00,7.8,1,93.2,8.17,5.24,1372,3.28,5.9,6,4.71,0
9.455,-9.22,0.35,off,190.4,0.500,0.00,8.5,1,93.2,8.17,5.29,1390,3.27,5.9,6,4.71,0
9.548,-9.22,0.34,off,190.4,0.500,0.00,8.0,1,93.2,8.49,5.31,1467,3.75,6.7,6,5.10,0
9.646,-9.14,0.35,off,190.4,0.500,0.00,7.3,1,93.2,9.44,5.36,1511,4.26,7.1,6,5.49,0
9.746,-8.99,0.37,off,190.4,0.500,0.00,7.1,1,93.2,9.88,5.49,1517,4.59,7.5,6,5.88,0
9.844,-8.86,0.38,off,190.4,0.500,0.00,7.1,1,93.2,10.15,5.59,1530,4.59,7.5,6,5.88,0
9.940,-8.79,0.39,off,190.4,0.500,0.00,8.2,1,93.2,10.58,5.72,1599,5.26,7.8,7,6.27,0
10.038,-8.69,0.40,off,190.4,0.500,0.00,8.0,1,93.2,11.21,5.78,1644,5.79,7.8,7,6.67,0
10.139,-8.71,0.40,off,190.4,0.500,0.00,8.0,1,93.2,11.21,5.84,1654,6.14,8.2,7,6.27,0
10.238,-8.74,0.40,off,190.4,0.500,0.00,8.0,1,93.2,10.97,5.79,1704,6.14,8.2,7,6.67,0
10.341,-8.71,0.39,off,190.4,0.500,0.00,7.5,1,93.2,11.47,5.75,1758,6.31,8.6,7,9.41,0
10.436,-8.71,0.39,off,190.4,0.500,0.00,7.3,1,93.2,11.56,5.83,1797,6.49,8.6,7,9.80,0
10.528,-8.63,0.39,off,190.4,0.500,0.00,6.8,1,93.2,12.09,5.84,1844,6.84,9.0,7,10.59,0
10.626,-8.54,0.39,off,190.4,0.500,0.00,6.6,1,93.2,12.67,5.96,1886,7.21,9.4,7,10.98,0
10.735,-8.36,0.41,off,190.4,0.500,0.00,6.4,1,93.2,13.37,6.09,1928,7.46,9.4,7,11.76,0
10.823,-8.25,0.41,off,190.4,0.500,0.00,6.8,1,91.4,14.52,6.22,1966,8.31,11.0,9,12.94,0
10.927,-7.78,0.43,off,190.4,0.500,0.00,6.4,1,91.4,15.75,6.61,2016,9.18,11.8,9,14.12,0
11.026,-7.27,0.47,off,190.4,0.500,0.00,5.6,1,91.4,18.13,6.98,2100,10.34,12.9,9,15.69,0
11.116,-6.88,0.50,off,190.4,0.500,0.00,5.4,1,91.4,18.92,7.54,2146,10.64,13.3,9,15.69,0
11.226,-6.71,0.52,off,190.4,0.500,0.00,4.9,1,91.4,19.46,7.77,2200,10.93,13.3,9,16.08,0
11.314,-6.75,0.53,off,190.4,0.500,0.00,5.2,1,91.4,19.76,7.82,2264,10.95,13.3,9,16.08,0
11.414,-6.96,0.52,off,190.4,0.500,0.00,5.2,1,91.4,19.84,7.60,2354,11.25,13.7,9,16.08,0
11.514,-6.93,0.51,off,190.4,0.500,0.00,4.9,1,91.4,20.95,7.54,2398,11.53,14.1,9,16.08,0
11.608,-6.99,0.52,off,190.4,0.500,0.00,4.9,1,91.4,21.29,7.51,2461,11.57,14.1,9,16.47,0
11.708,-7.17,0.52,off,190.4,0.500,0.00,4.9,1,91.4,21.55,7.36,2548,11.65,14.1,9,16.86,0
11.807,-7.37,0.51,off,190.4,0.500,0.00,5.9,1,91.4,21.63,7.21,2596,11.72,14.1,11,17.25,0
11.906,-7.40,0.50,off,190.4,0.500,0.00,5.6,1,91.4,21.97,7.11,2663,11.76,14.1,11,17.25,0
12.006,-7.55,0.50,off,190.4,0.500,0.00,5.6,1,91.4,22.14,7.06,2730,11.81,14.1,11,17.65,0
12.097,-7.62,0.49,off,190.4,0.500,0.00,5.6,1,91.4,22.31,6.94,2810,11.90,14.1,11,18.04,0
12.202,-7.67,0.48,off,190.4,0.500,0.00,5.6,1,91.4,22.76,6.84,2828,11.92,14.1,11,18.04,0
12.301,-7.73,0.48,off,190.4,0.500,0.00,6.4,1,91.4,22.76,6.83,2913,11.98,14.1,12,18.43,0
12.395,-7.78,0.47,off,190.4,0.500,0.00,6.4,1,91.4,22.66,6.80,2988,12.05,14.1,12,18.82,0
12.493,-7.78,0.46,off,190.4,0.500,0.00,6.4,1,91.4,23.04,6.71,3025,12.11,14.5,12,19.22,0
12.587,-7.79,0.46,off,190.4,0.500,0.00,6.4,1,91.4,23.14,6.74,3088,12.13,13.7,12,19.22,0
12.687,-8.99,0.41,on,190.4,0.500,0.00,12.2,1,91.4,13.62,6.09,3116,4.11,8.2,14,14.90,0
12.793,-10.00,0.29,on,190.4,0.500,0.00,13.4,1,89.6,12.31,4.69,3067,0.00,8.2,14,0.00,0
12.883,-10.40,0.25,on,190.4,0.500,0.00,14.8,1,89.6,12.09,4.20,3032,0.00,8.2,14,0.00,0
12.982,-10.48,0.25,on,190.4,0.500,0.00,15.8,1,89.6,11.93,4.02,2976,0.00,8.2,14,0.00,0
13.077,-10.46,0.25,on,190.4,0.500,0.00,16.7,1,89.6,11.93,4.02,2872,0.00,8.2,14,0.00,0
13.175,-10.41,0.25,on,190.4,0.500,0.00,20.9,1,89.6,11.72,4.10,2793,0.00,8.2,16,0.00,0
13.276,-10.46,0.25,on,190.4,0.500,0.00,21.6,1,89.6,11.37,4.10,2669,0.00,7.8,16,0.00,0
13.378,-10.48,0.26,on,190.4,0.500,0.00,21.6,1,89.6,11.37,4.03,2512,0.00,7.8,16,0.00,0
13.469,-10.41,0.27,on,190.4,0.500,0.00,21.9,2,89.6,11.18,4.07,2280,0.00,7.5,16,0.00,0
13.574,-10.14,0.29,on,190.4,0.500,0.00,22.6,2,89.6,10.84,4.25,2057,0.00,6.7,16,0.00,0
13.669,-9.87,0.30,on,190.4,0.500,0.00,26.3,2,89.6,10.07,4.58,2038,0.00,6.7,17,0.00,0
13.774,-9.90,0.29,on,190.4,0.500,0.00,28.5,2,89.6,9.32,4.65,2125,0.00,6.3,17,0.00,0
13.864,-10.10,0.27,on,190.4,0.500,0.00,29.4,2,89.6,8.97,4.54,2168,0.00,5.9,17,0.00,0
13.959,-10.28,0.25,on,190.4,0.500,0.00,30.3,2,89.6,8.71,4.31,2158,0.00,5.9,17,0.00,0
14.063,-10.29,0.25,on,190.4,0.500,0.00,30.6,2,89.6,8.63,4.22,2141,0.00,5.9,17,0.00,0
14.158,-10.31,0.25,on,190.4,0.500,0.00,29.4,2,89.6,8.97,4.22,2160,0.00,5.9,17,0.00,0
14.260,-10.33,0.25,on,190.4,0.500,0.00,29.2,2,89.6,9.10,4.19,2132,0.44,6.3,17,7.84,0
14.354,-10.17,0.25,off,190.4,0.500,0.00,24.7,2,89.6,10.75,4.24,2168,6.66,10.2,17,9.41,0
14.457,-8.87,0.33,off,190.4,0.500,0.00,14.1,2,89.6,18.59,5.39,2206,10.95,12.9,17,16.08,0
14.553,-7.56,0.45,off,190.4,0.500,0.00,12.0,2,89.6,21.94,6.61,2237,12.42,14.9,17,16.08,0
14.653,-6.47,0.55,off,190.4,0.500,0.00,11.5,2,89.6,22.93,7.76,2171,12.62,14.9,17,16.08,0
14.746,-5.98,0.59,off,190.4,0.500,0.00,11.3,2,89.6,23.31,8.49,2287,12.84,15.3,17,16.08,0
14.842,-5.88,0.61,off,190.4,0.500,0.00,10.6,2,89.6,23.78,8.65,2273,12.97,15.7,17,16.08,0
14.940,-5.90,0.62,off,190.4,0.500,0.00,9.4,2,89.6,23.59,8.68,2357,12.97,15.3,17,16.08,0
15.042,-5.99,0.61,off,190.4,0.500,0.00,8.7,2,89.6,23.97,8.56,2370,12.99,15.3,17,16.08,0
15.143,-6.05,0.61,off,190.4,0.500,0.00,8.9,2,89.6,24.06,8.51,2431,12.99,15.3,17,16.08,0
15.237,-6.22,0.60,off,190.4,0.500,0.00,8.7,2,89.6,24.54,8.33,2471,13.03,15.3,17,16.47,0
15.332,-6.31,0.60,off,190.4,0.500,0.00,8.5,2,89.6,24.82,8.22,2502,13.04,15.3,17,16.47,0
15.434,-6.41,0.59,off,190.4,0.500,0.00,8.0,2,89.6,24.82,8.13,2559,13.07,15.7,17,16.86,0
15.536,-6.43,0.59,off,190.4,0.500,0.00,8.0,2,89.6,25.20,8.10,2571,13.08,15.7,18,16.86,0
15.627,-6.50,0.58,off,190.4,0.500,0.00,8.0,2,89.6,25.01,8.09,2627,13.21,15.7,18,16.86,0
15.730,-6.54,0.58,off,190.4,0.500,0.00,7.5,2,89.6,25.42,8.00,2667,13.13,15.7,18,17.25,0
15.828,-6.59,0.57,off,190.4,0.500,0.00,7.8,2,89.6,25.04,7.93,2718,13.14,15.7,18,17.65,0
15.924,-6.71,0.57,off,190.4,0.500,0.00,7.5,2,89.6,25.72,7.85,2728,13.17,15.7,18,17.65,0
16.018,-6.73,0.56,off,190.4,0.500,0.00,8.0,2,87.8,26.57,7.82,2792,13.17,15.7,20,18.04,0
16.118,-6.76,0.56,off,190.4,0.500,0.00,8.2,2,87.8,25.83,7.81,2809,13.09,15.7,20,18.04,0
16.219,-6.79,0.55,off,190.4,0.500,0.00,8.2,2,87.8,25.93,7.74,2848,13.13,15.7,20,18.04,0
16.313,-6.92,0.54,off,190.4,0.500,0.00,8.5,2,87.8,26.04,7.63,2916,13.22,15.7,20,18.43,0
16.410,-6.95,0.54,off,190.4,0.500,0.00,8.7,2,87.8,25.72,7.58,2936,13.27,15.7,20,18.82,0
16.509,-6.94,0.53,off,190.4,0.500,0.00,9.2,2,87.8,26.46,7.60,2964,13.28,15.7,21,18.82,0
16.613,-6.95,0.53,off,190.4,0.500,0.00,9.2,2,87.8,26.57,7.62,2990,13.35,15.7,21,18.82,0
16.707,-6.87,0.53,off,190.4,0.500,0.00,8.9,2,87.8,26.67,7.63,3021,13.39,15.7,21,19.22,0
16.804,-6.90,0.53,off,190.4,0.500,0.00,8.9,2,87.8,26.67,7.64,3066,13.45,15.7,21,19.22,0
16.900,-6.87,0.53,off,190.4,0.500,0.00,8.9,2,87.8,27.20,7.64,3097,13.55,15.7,21,19.61,0
16.998,-6.88,0.53,off,190.4,0.500,0.00,9.6,2,87.8,27.10,7.62,3126,13.59,16.1,23,19.61,0
17.096,-6.88,0.52,off,190.4,0.500,0.00,9.4,2,87.8,27.31,7.64,3176,13.62,16.1,23,19.61,0
17.200,-6.87,0.52,off,190.4,0.500,0.00,9.4,2,87.8,27.94,7.68,3217,13.66,16.1,23,20.00,0
17.300,-6.94,0.52,off,190.4,0.500,0.00,9.2,2,87.8,27.84,7.59,3233,13.68,16.1,23,20.00,0
17.395,-6.98,0.51,off,190.4,0.500,0.00,9.2,2,87.8,27.73,7.57,3245,13.66,16.1,23,20.00,0
17.489,-7.06,0.51,off,190.4,0.500,0.00,9.9,2,87.8,27.41,7.49,3316,13.65,16.1,24,20.00,0
17.592,-7.20,0.50,off,190.4,0.500,0.00,9.9,2,87.8,27.52,7.35,3319,13.57,16.1,24,20.00,0
17.692,-7.63,0.49,off,190.4,0.500,0.00,13.2,2,87.8,20.63,7.26,3371,12.08,9.8,24,20.00,0
17.786,-9.71,0.35,on,190.4,0.500,0.00,19.1,2,87.8,13.73,5.31,3306,3.80,8.6,24,13.73,0
17.881,-10.31,0.27,on,190.4,0.500,0.00,22.8,2,87.8,12.89,4.34,3278,0.00,8.6,25,0.00,0
17.984,-10.41,0.24,on,190.4,0.500,0.00,24.9,2,87.8,12.94,4.10,3263,0.00,9.0,25,0.00,0
18.078,-10.38,0.24,on,190.4,0.500,0.00,26.3,2,87.8,13.05,4.12,3176,0.00,8.6,25,0.00,0
18.182,-10.39,0.25,on,190.4,0.500,0.00,28.0,2,87.8,12.78,4.18,3094,0.00,8.2,25,0.00,0
18.273,-10.47,0.25,on,190.4,0.500,0.00,29.6,2,87.8,12.41,4.06,3010,0.00,8.2,25,0.00,0
18.376,-10.52,0.25,on,190.4,0.500,0.00,31.8,2,87.8,12.20,4.02,2940,0.00,8.2,26,0.00,0
18.469,-10.51,0.25,on,190.4,0.500,0.00,32.7,3,87.8,11.77,4.01,2765,0.00,8.2,26,0.00,0
18.569,-10.56,0.26,on,190.4,0.500,0.00,34.3,3,87.8,11.47,3.96,2523,0.00,7.8,26,0.00,0
18.675,-10.51,0.27,on,190.4,0.500,0.00,33.6,3,87.8,11.62,3.96,2462,0.00,7.5,26,0.00,0
18.765,-10.50,0.27,on,190.4,0.500,0.00,36.2,3,87.8,11.37,4.01,2575,0.00,7.5,26,0.00,0
18.861,-10.56,0.26,on,190.4,0.500,0.00,37.4,3,87.8,11.23,3.96,2559,0.00,7.5,27,0.00,0
18.964,-10.41,0.26,on,190.4,0.500,0.00,37.6,3,87.8,11.18,4.02,2567,0.00,7.5,27,0.00,0
19.058,-10.34,0.26,off,190.4,0.500,0.00,37.9,3,87.8,11.13,4.16,2584,0.00,7.5,27,0.00,0
19.159,-10.33,0.26,off,190.4,0.500,0.00,38.1,3,87.8,11.08,4.18,2575,0.00,7.5,27,0.00,0
19.264,-10.29,0.26,off,190.4,0.500,0.00,38.1,3,87.8,11.08,4.24,2594,2.04,7.5,27,10.20,0
19.356,-10.62,0.26,off,190.4,0.500,0.00,39.0,3,87.8,11.04,4.05,2549,2.50,7.5,27,10.20,0
19.451,-10.73,0.26,off,190.4,0.500,0.00,39.3,3,87.8,10.94,3.82,2578,3.40,7.5,27,10.20,0
19.547,-10.78,0.25,off,190.4,0.500,0.00,39.5,3,87.8,10.89,3.77,2600,3.71,7.5,27,10.20,0
19.650,-10.79,0.25,off,190.4,0.500,0.00,39.3,3,87.8,10.99,3.74,2588,3.70,7.5,27,10.20,0
19.743,-10.81,0.26,off,190.4,0.500,0.00,36.9,3,87.8,10.84,3.70,2597,3.85,7.5,27,10.20,0
19.848,-10.86,0.25,off,190.4,0.500,0.00,34.3,3,87.8,10.65,3.68,2594,4.01,7.5,28,9.80,0
19.943,-10.87,0.25,off,190.4,0.500,0.00,33.2,3,87.8,10.70,3.66,2592,4.01,7.5,28,9.80,0
20.040,-10.89,0.25,off,190.4,0.500,0.00,33.4,3,87.8,10.41,3.65,2620,4.16,7.5,28,9.80,0
20.137,-10.90,0.24,off,190.4,0.500,0.00,32.0,3,87.8,10.70,3.63,2590,4.16,7.5,28,10.20,0
20.235,-10.89,0.25,off,190.4,0.500,0.00,32.2,3,87.8,10.60,3.63,2599,4.16,7.5,28,10.20,0
20.331,-10.90,0.24,off,190.4,0.500,0.00,31.3,3,87.8,10.80,3.65,2629,5.10,7.5,28,9.80,0
20.429,-10.89,0.24,off,190.4,0.500,0.00,30.1,3,87.8,10.85,3.62,2624,5.41,7.5,28,9.80,0
20.535,-10.89,0.25,off,190.4,0.500,0.00,28.2,3,87.8,11.00,3.62,2632,5.72,7.8,28,10.59,0
20.625,-10.79,0.25,off,190.4,0.500,0.00,27.0,3,87.8,11.00,3.70,2642,5.72,7.8,28,10.59,0
