Time (sec),Boost (psi),Calculated Load (g/rev),Clutch Sw (on/off),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fuel Economy (mpg),Gear Position (gear),Intake Temp (F),MAF (g/s),Man Abs Press (psi),RPM (RPM),Target Throttle (%),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.5.0-26366][2006 USDM Impreza WRX STI][Reflash: Stage1 91 v400.ptm - Realtime: Stage1 91 v400.ptm]"
0.000,-10.25,0.27,on,199.4,0.375,0.00,30.8,3,87.8,4.28,4.52,936,0.00,2.7,11,0.00,0
0.040,-10.27,0.27,on,199.4,0.375,0.00,28.9,3,87.8,4.34,4.48,919,0.00,2.7,11,0.00,0
0.145,-10.26,0.27,on,199.4,0.375,0.00,28.5,3,87.8,4.31,4.48,916,0.00,2.7,11,0.00,0
0.232,-10.26,0.27,on,199.4,0.375,0.00,28.2,3,87.8,4.28,4.50,907,0.00,2.7,11,0.00,0
0.324,-10.26,0.27,on,199.4,0.375,0.00,27.5,3,87.8,4.34,4.50,907,0.00,2.7,11,0.00,0
0.424,-10.21,0.28,on,199.4,0.375,0.00,25.2,3,87.8,4.42,4.54,898,0.00,2.7,10,0.00,0
0.528,-10.21,0.28,on,199.4,0.375,0.00,25.6,3,87.8,4.31,4.54,907,0.00,2.7,10,0.00,0
0.634,-10.21,0.28,on,199.4,0.375,0.00,26.1,3,87.8,4.20,4.54,904,0.00,2.4,10,0.00,0
0.725,-10.21,0.28,on,199.4,0.375,0.00,25.4,3,87.8,4.28,4.54,906,0.00,2.4,10,0.00,0
0.820,-10.21,0.28,on,199.4,0.375,0.00,21.9,3,87.8,4.34,4.54,908,0.00,2.4,9,0.00,0
0.915,-10.21,0.27,on,199.4,0.375,0.00,22.8,3,87.8,4.12,4.54,930,0.00,2.4,9,0.00,0
1.016,-10.21,0.27,on,199.4,0.375,0.00,21.6,3,87.8,4.31,4.54,933,0.00,2.4,9,0.00,0
1.110,-10.26,0.27,on,199.4,0.375,0.00,22.1,2,87.8,4.23,4.50,965,0.00,2.7,9,0.00,0
1.207,-10.30,0.27,on,199.4,0.375,0.00,21.2,2,87.8,4.39,4.48,972,0.00,2.7,9,0.00,0
1.303,-10.33,0.26,on,199.4,0.375,0.00,19.8,2,87.8,4.42,4.44,990,0.00,2.7,8,0.00,0
1.408,-10.36,0.26,on,199.4,0.375,0.00,19.5,2,87.8,4.50,4.40,986,0.00,2.7,8,0.00,0
1.518,-10.36,0.27,on,199.4,0.375,0.00,19.5,2,87.8,4.47,4.40,995,0.00,2.7,8,0.00,0
1.603,-10.41,0.26,on,199.4,0.375,0.00,19.8,2,87.8,4.42,4.36,994,0.00,2.7,8,0.00,0
1.700,-10.41,0.26,on,199.4,0.375,0.00,19.8,2,87.8,4.42,4.35,991,0.00,2.7,8,0.00,0
1.796,-10.41,0.26,on,199.4,0.375,0.00,16.7,2,87.8,4.47,4.35,1001,0.00,2.7,7,0.00,0
1.896,-10.42,0.26,on,199.4,0.375,0.00,16.9,2,87.8,4.39,4.35,1018,0.00,2.7,7,0.00,0
2.017,-10.45,0.26,on,199.4,0.375,0.00,16.7,2,87.8,4.45,4.31,1011,0.00,2.7,7,0.00,0
2.101,-10.45,0.26,on,199.4,0.375,0.00,16.7,2,87.8,4.42,4.30,1023,0.00,2.7,7,0.00,0
2.187,-10.48,0.26,on,199.4,0.375,0.00,16.7,2,87.8,4.47,4.28,1019,0.00,2.7,7,0.00,0
2.289,-10.49,0.26,on,199.4,0.375,0.00,16.2,2,87.8,4.56,4.28,1015,0.00,2.7,7,0.00,0
2.385,-10.50,0.26,on,199.4,0.375,0.00,16.5,2,87.8,4.47,4.25,1024,0.00,2.7,7,0.00,0
2.479,-10.50,0.26,on,199.4,0.375,0.00,16.5,2,87.8,4.45,4.25,1029,0.00,2.7,7,0.00,0
2.581,-10.50,0.26,on,199.4,0.375,0.00,17.2,2,87.8,4.31,4.25,1020,0.00,2.7,7,0.00,0
2.679,-10.51,0.25,on,199.4,0.375,0.00,17.2,2,87.8,4.28,4.23,1034,0.00,2.7,7,0.00,0
2.774,-10.51,0.25,on,199.4,0.375,0.00,15.1,1,87.8,4.39,4.24,1029,0.00,2.7,6,0.00,0
2.879,-10.54,0.25,on,199.4,0.375,0.00,14.6,1,87.8,4.53,4.24,1019,0.00,2.7,6,0.00,0
2.979,-10.53,0.26,on,199.4,0.375,0.00,14.6,1,87.8,4.53,4.24,1029,0.00,2.7,6,0.00,0
3.071,-10.51,0.26,on,199.4,0.375,0.00,15.1,1,87.8,4.45,4.23,1037,0.00,2.7,6,0.00,0
3.169,-10.54,0.26,on,199.4,0.375,0.00,15.3,1,87.8,4.34,4.22,1021,0.00,2.7,6,0.00,0
3.265,-10.55,0.26,on,199.4,0.375,0.00,15.1,1,87.8,4.42,4.20,1026,0.00,2.7,6,0.00,0
3.361,-10.55,0.25,on,199.4,0.375,0.00,14.6,1,87.8,4.53,4.20,1029,0.00,2.7,6,0.00,0
3.461,-10.55,0.26,on,199.4,0.375,0.00,14.6,1,89.6,4.56,4.20,1026,0.00,2.7,6,0.00,0
3.559,-10.55,0.26,on,199.4,0.375,0.00,14.6,1,89.6,4.53,4.20,1033,0.00,2.7,6,0.00,0
3.655,-10.54,0.26,on,201.2,0.375,0.00,13.4,1,89.6,4.42,4.22,1039,0.00,2.7,6,0.00,0
3.761,-10.55,0.26,on,201.2,0.375,0.00,13.4,1,89.6,4.45,4.20,1032,0.00,2.7,6,0.00,0
3.857,-10.55,0.26,on,201.2,0.375,0.00,13.2,1,89.6,4.53,4.20,1040,0.00,2.7,6,0.00,0
3.955,-10.55,0.26,on,201.2,0.375,0.00,12.9,1,89.6,4.56,4.20,1048,0.00,2.7,6,0.00,0
4.050,-10.55,0.26,on,201.2,0.375,0.00,13.2,1,89.6,4.50,4.20,1039,0.00,2.7,6,0.00,0
4.149,-10.55,0.26,on,201.2,0.375,0.00,12.2,1,89.6,4.33,4.20,1036,0.00,2.7,5,0.00,0
4.243,-10.54,0.25,on,201.2,0.375,0.00,11.8,1,89.6,4.45,4.20,1046,0.00,2.7,5,0.00,0
4.344,-10.45,0.25,on,201.2,0.375,0.00,11.8,1,89.6,4.45,4.28,1033,0.00,2.7,5,0.00,0
4.446,-10.44,0.25,on,201.2,0.375,0.00,12.2,1,89.6,4.28,4.30,1037,0.00,2.7,5,0.00,0
4.548,-10.44,0.25,on,201.2,0.375,0.00,11.8,1,89.6,4.50,4.31,1024,0.00,2.7,5,0.00,0
4.646,-10.45,0.25,on,201.2,0.375,0.00,12.2,1,89.6,4.31,4.30,1040,0.00,2.7,5,0.00,0
4.733,-10.48,0.25,on,201.2,0.375,0.00,12.2,1,89.6,4.42,4.28,1021,0.00,2.7,5,0.00,0
4.838,-10.48,0.25,on,201.2,0.375,0.00,12.0,1,89.6,4.50,4.28,1024,0.00,2.7,5,0.00,0
4.930,-10.50,0.26,on,201.2,0.375,0.00,12.0,1,89.6,4.53,4.25,1040,0.00,2.7,5,0.00,0
5.029,-10.51,0.26,on,201.2,0.375,0.00,12.2,1,89.6,4.50,4.25,1028,0.00,2.7,5,0.00,0
5.126,-10.54,0.26,on,201.2,0.375,0.00,9.2,1,89.6,4.47,4.22,1031,0.00,2.4,4,0.00,0
5.231,-10.61,0.26,on,201.2,0.375,0.00,9.4,1,89.6,4.28,4.22,1042,0.00,2.0,4,0.00,0
5.323,-10.74,0.24,on,201.2,0.375,0.00,10.8,1,89.6,3.70,4.06,1040,0.00,1.6,4,0.00,0
5.421,-10.83,0.23,on,201.2,0.375,0.00,11.3,1,89.6,3.56,3.95,1007,0.00,1.6,4,0.00,0
5.519,-10.90,0.22,on,201.2,0.375,0.00,11.1,1,89.6,3.60,3.87,1001,0.00,1.6,4,0.00,0
5.619,-10.91,0.22,on,201.2,0.375,0.00,8.7,1,89.6,3.70,3.82,982,0.00,2.7,3,0.00,0
5.718,-10.76,0.23,on,201.2,0.375,0.00,7.3,1,89.6,4.42,3.94,969,0.00,2.7,3,0.00,0
5.813,-10.64,0.24,on,201.2,0.375,0.00,7.3,1,89.6,4.47,4.08,973,0.00,2.7,3,0.00,0
5.917,-10.55,0.25,on,201.2,0.375,0.00,7.1,1,89.6,4.56,4.18,964,0.00,2.7,3,0.00,0
6.009,-10.50,0.26,on,201.2,0.375,0.00,4.5,1,89.6,4.47,4.24,980,0.00,2.7,2,0.00,0
6.106,-10.47,0.26,on,201.2,0.375,0.00,4.5,1,89.6,4.31,4.29,986,0.00,2.4,2,0.00,0
6.204,-10.55,0.26,on,201.2,0.375,0.00,4.9,1,89.6,4.06,4.25,1002,0.00,2.0,2,0.00,0
6.304,-10.68,0.24,on,201.2,0.375,0.00,5.9,1,89.6,3.48,4.11,1004,0.00,1.6,2,0.00,0
6.402,-10.79,0.23,on,201.2,0.375,0.00,5.9,1,89.6,3.37,4.00,990,0.00,1.6,2,0.00,0
6.508,-10.89,0.22,on,201.2,0.375,0.00,3.8,1,89.6,3.46,3.89,978,0.00,1.6,1,0.00,0
6.602,-10.94,0.22,on,201.2,0.375,0.00,3.8,1,89.6,3.41,3.83,957,0.00,1.6,1,0.00,0
6.698,-10.94,0.21,on,201.2,0.375,0.00,3.8,1,89.6,3.44,3.82,946,0.00,1.6,1,0.00,0
6.793,-10.95,0.22,on,201.2,0.375,0.00,3.5,1,89.6,3.60,3.82,912,0.00,1.6,1,0.00,0
6.890,-10.94,0.22,on,201.2,0.375,0.00,3.8,1,89.6,3.51,3.82,900,0.00,1.6,1,0.00,0
6.998,-10.89,0.22,on,201.2,0.375,0.00,1.9,1,89.6,3.46,3.84,869,0.00,1.6,1,0.00,0
7.094,-10.87,0.23,on,201.2,0.375,0.00,1.9,1,89.6,3.41,3.89,842,0.00,1.6,1,0.00,0
7.190,-10.79,0.23,on,201.2,0.375,0.00,1.9,1,89.6,3.39,3.94,805,0.00,1.6,1,0.00,0
7.289,-10.73,0.23,on,201.2,0.375,0.00,1.9,1,89.6,3.41,4.00,792,0.00,1.6,1,0.00,0
7.385,-10.68,0.24,on,201.2,0.375,0.00,1.9,1,89.6,3.48,4.05,758,0.00,1.6,1,0.00,0
7.482,-10.58,0.25,on,201.2,0.375,0.00,0.0,1,89.6,3.46,4.14,731,0.00,1.6,0,0.00,0
7.582,-10.48,0.25,on,201.2,0.375,0.00,0.0,1,89.6,3.39,4.23,702,0.00,1.6,0,0.00,0
7.677,-10.39,0.26,on,201.2,0.375,0.00,0.0,1,89.6,3.26,4.33,680,0.00,1.6,0,0.00,0
7.772,-10.32,0.26,on,201.2,0.375,0.00,0.0,1,89.6,3.17,4.44,680,0.00,1.6,0,0.00,0
7.870,-10.28,0.26,on,201.2,0.375,0.00,0.0,1,89.6,3.19,4.47,683,0.00,1.6,0,0.00,0
7.979,-10.22,0.26,on,201.2,0.375,0.00,0.0,1,89.6,3.05,4.50,677,0.00,1.6,0,0.00,0
8.073,-10.21,0.26,on,201.2,0.375,0.00,0.0,1,89.6,3.26,4.54,685,0.00,1.6,0,0.00,0
8.164,-10.17,0.26,on,201.2,0.375,0.00,0.0,1,91.4,3.14,4.58,678,0.00,1.6,0,0.00,0
8.265,-10.15,0.26,on,201.2,0.375,0.00,0.0,1,91.4,3.08,4.59,679,0.00,1.6,0,0.00,0
8.361,-10.14,0.26,on,201.2,0.375,0.00,0.0,1,91.4,3.08,4.62,690,0.00,1.6,0,0.00,0
8.470,-10.14,0.26,on,201.2,0.375,0.00,0.0,1,91.4,3.28,4.62,696,0.00,1.6,0,0.00,0
8.558,-10.14,0.26,on,201.2,0.375,0.00,0.0,1,91.4,3.17,4.62,696,0.00,1.6,0,0.00,0
8.661,-10.14,0.26,on,201.2,0.375,0.00,0.0,1,91.4,3.17,4.62,703,0.00,1.6,0,0.00,0
8.759,-10.14,0.26,on,201.2,0.375,0.00,0.0,1,91.4,3.25,4.62,702,0.00,1.6,0,0.00,0
8.858,-10.14,0.26,on,201.2,0.375,0.00,0.0,1,91.4,3.21,4.62,702,0.00,1.6,0,0.00,0
8.958,-10.13,0.26,on,201.2,0.375,0.00,0.0,1,91.4,3.30,4.62,696,0.00,1.6,0,0.00,0
9.048,-10.13,0.26,on,201.2,0.375,0.00,0.0,1,91.4,3.30,4.63,695,0.00,1.6,0,0.00,0
9.147,-10.11,0.26,on,201.2,0.375,0.00,0.0,1,91.4,3.25,4.64,703,0.00,1.6,0,0.00,0
9.250,-10.11,0.26,on,201.2,0.375,0.00,0.0,1,91.4,3.21,4.64,688,0.00,1.6,0,0.00,0
9.341,-10.10,0.26,on,201.2,0.375,0.00,0.0,1,91.4,3.34,4.65,700,0.00,1.6,0,0.00,0
9.444,-10.11,0.26,on,201.2,0.375,0.00,0.0,1,91.4,3.37,4.64,693,0.00,1.6,0,0.00,0
9.537,-10.10,0.26,on,199.4,0.375,0.00,0.0,1,91.4,3.28,4.65,701,0.00,1.6,0,0.00,0
9.642,-10.11,0.26,on,199.4,0.375,0.00,0.0,1,91.4,3.32,4.64,714,0.00,1.6,0,0.00,0
9.740,-10.10,0.26,on,199.4,0.375,0.00,0.0,1,91.4,3.49,4.64,720,0.80,2.7,0,1.18,0
9.831,-9.91,0.28,on,199.4,0.375,0.00,0.0,1,91.4,4.96,4.71,713,2.23,4.3,0,1.96,0
9.934,-9.12,0.31,on,199.4,0.375,0.00,0.0,1,91.4,6.63,5.64,686,3.71,5.9,0,2.35,0
10.029,-7.76,0.41,on,199.4,0.375,0.00,0.0,1,91.4,8.22,6.51,723,4.83,6.7,0,3.14,0
10.132,-7.08,0.48,on,199.4,0.375,0.00,0.0,1,91.4,9.77,7.38,884,5.58,7.8,0,3.92,0
10.226,-6.27,0.53,on,199.4,0.375,0.00,0.0,1,91.4,10.67,8.36,1081,6.32,8.2,0,5.49,0
10.330,-6.28,0.54,on,199.4,0.375,0.00,0.0,1,91.4,11.67,8.56,1402,7.10,9.0,0,7.06,0
10.426,-6.64,0.52,on,199.4,0.375,0.00,0.0,1,91.4,12.87,8.32,1606,7.06,9.4,0,7.45,0
10.519,-7.19,0.49,on,199.4,0.375,0.00,0.0,1,91.4,13.20,7.79,1723,7.09,9.4,0,7.45,0
10.622,-7.70,0.47,on,199.4,0.375,0.00,0.0,1,91.4,13.17,7.26,1766,7.09,9.0,0,10.20,0
10.720,-7.98,0.46,on,199.4,0.375,0.00,0.0,1,91.4,13.19,6.85,1788,7.10,9.0,0,10.59,0
10.819,-8.20,0.45,on,199.4,0.375,0.00,0.0,1,91.4,13.27,6.63,1748,7.10,9.0,0,10.20,0
10.915,-8.21,0.46,on,199.4,0.375,0.00,0.0,1,91.4,13.23,6.55,1676,7.09,9.0,0,9.80,0
11.010,-8.16,0.47,on,199.4,0.375,0.00,0.0,1,91.4,13.42,6.57,1622,7.09,9.0,0,7.45,0
11.113,-7.98,0.49,on,199.4,0.375,0.00,0.0,1,91.4,13.44,6.71,1526,7.07,9.0,0,7.45,0
11.212,-7.64,0.51,on,199.4,0.375,0.00,0.0,1,91.4,13.40,6.94,1455,7.06,9.0,0,7.45,0
11.301,-7.30,0.54,on,199.4,0.375,0.00,0.0,1,91.4,13.25,7.34,1368,7.06,9.0,0,7.45,0
11.399,-6.89,0.56,on,199.4,0.375,0.00,0.0,1,91.4,13.28,7.64,1306,7.07,9.0,0,7.45,0
11.504,-6.57,0.59,on,199.4,0.375,0.00,0.0,1,91.4,13.24,7.99,1249,7.08,9.0,0,7.45,0
11.604,-6.24,0.61,on,199.4,0.375,0.00,0.0,1,91.4,13.26,8.32,1196,7.09,9.0,0,7.06,0
11.693,-5.99,0.63,on,199.4,0.375,0.00,0.9,1,91.4,13.06,8.68,1134,6.80,9.0,1,6.67,0
11.797,-5.54,0.66,on,199.4,0.375,0.00,0.9,1,91.4,12.98,9.11,1058,7.03,9.0,1,6.27,0
11.893,-5.15,0.69,on,199.4,0.375,0.00,1.2,1,91.4,13.00,9.51,997,6.98,9.0,1,5.88,0
11.991,-4.72,0.73,on,199.4,0.375,0.00,1.2,1,91.4,12.52,9.91,934,6.97,9.0,1,5.49,0
12.086,-4.35,0.75,on,199.4,0.375,0.00,1.2,1,91.4,12.11,10.42,998,6.98,9.0,1,5.49,0
12.189,-4.48,0.72,on,199.4,0.375,0.00,2.1,1,91.4,12.60,10.33,1139,6.99,9.0,2,6.27,0
12.284,-4.83,0.70,on,199.4,0.375,0.00,2.1,1,91.4,12.85,9.99,1150,7.04,9.0,2,6.67,0
12.383,-5.06,0.69,off,199.4,0.375,0.00,2.1,1,89.6,12.92,9.79,1180,7.04,9.0,2,6.67,0
12.481,-5.51,0.66,off,199.4,0.375,0.00,2.1,1,89.6,13.33,9.47,1338,7.09,9.8,2,7.84,0
12.577,-5.71,0.64,off,199.4,0.375,0.00,1.9,1,89.6,14.91,9.06,1366,8.17,10.2,2,8.24,0
12.678,-5.65,0.65,off,199.4,0.375,0.00,3.3,1,89.6,15.41,9.10,1386,8.17,10.2,4,8.24,0
12.772,-5.59,0.66,off,199.4,0.375,0.00,3.1,1,89.6,16.37,9.12,1483,8.99,11.0,4,8.63,0
12.878,-5.72,0.65,off,199.4,0.375,0.00,3.1,1,89.6,16.63,9.10,1562,8.97,12.2,4,9.02,0
12.970,-5.56,0.66,off,199.4,0.375,0.00,2.8,1,89.6,17.84,9.13,1569,9.52,11.8,4,9.41,0
13.068,-5.79,0.66,off,199.4,0.375,0.00,2.8,1,89.6,17.62,9.08,1676,9.51,11.8,4,9.41,0
13.164,-6.11,0.64,off,199.4,0.375,0.00,3.8,1,89.6,18.98,8.71,1757,10.11,12.9,6,11.37,0
13.262,-5.84,0.65,off,199.4,0.375,0.00,3.5,1,89.6,20.13,8.80,1756,10.69,12.9,6,11.76,0
13.367,-5.70,0.67,off,199.4,0.375,0.00,3.5,1,89.6,20.19,9.05,1858,10.70,12.9,6,11.76,0
13.461,-5.79,0.65,off,199.4,0.375,0.00,3.5,1,89.6,20.27,8.97,1955,10.69,12.9,6,11.76,0
13.564,-5.91,0.64,off,199.4,0.375,0.00,4.5,1,89.6,20.52,8.85,1948,10.69,12.9,8,12.55,0
13.661,-6.00,0.63,off,199.4,0.375,0.00,4.5,1,89.6,20.52,8.78,2010,10.70,12.9,8,12.55,0
13.756,-6.06,0.62,off,199.4,0.375,0.00,4.2,1,89.6,21.46,8.67,2132,11.26,13.3,8,12.16,0
13.855,-6.18,0.61,off,199.4,0.375,0.00,4.2,1,89.6,21.89,8.60,2154,11.29,13.7,8,12.55,0
13.952,-6.25,0.61,off,199.4,0.375,0.00,4.2,1,89.6,22.15,8.56,2202,11.30,13.7,8,12.55,0
14.052,-6.39,0.60,off,199.4,0.375,0.00,4.9,1,89.6,22.32,8.47,2292,11.33,13.7,10,12.55,0
14.147,-6.62,0.59,off,199.4,0.375,0.00,4.9,1,89.6,22.41,8.19,2328,11.36,13.7,10,12.94,0
14.243,-6.78,0.58,off,199.4,0.375,0.00,4.9,1,89.6,22.67,8.03,2364,11.39,13.7,10,12.94,0
14.340,-6.90,0.57,off,199.4,0.375,0.00,4.9,1,89.6,22.68,7.89,2415,11.41,13.7,10,13.73,0
14.443,-7.06,0.56,off,199.4,0.375,0.00,4.9,1,89.6,23.02,7.75,2489,11.45,13.7,10,15.29,0
14.541,-7.18,0.56,off,199.4,0.375,0.00,5.2,1,89.6,23.02,7.57,2512,11.53,13.7,11,16.47,0
14.634,-7.20,0.55,off,199.4,0.375,0.00,5.2,1,89.6,23.30,7.55,2550,11.55,13.7,11,16.86,0
14.740,-7.27,0.54,off,199.4,0.375,0.00,5.2,1,89.6,23.39,7.52,2644,11.60,13.7,11,16.86,0
14.835,-7.39,0.53,off,199.4,0.375,0.00,5.2,1,89.6,23.50,7.43,2670,11.66,13.7,11,17.25,0
14.931,-7.41,0.53,off,199.4,0.375,0.00,5.2,1,89.6,23.77,7.38,2696,11.70,13.7,11,17.25,0
15.028,-7.42,0.53,off,199.4,0.375,0.00,6.1,1,89.6,23.59,7.32,2769,11.72,13.7,12,18.04,0
15.132,-7.48,0.52,off,199.4,0.375,0.00,5.9,1,89.6,23.79,7.29,2823,11.79,14.1,12,18.04,0
15.225,-7.52,0.51,off,199.4,0.375,0.00,5.9,1,89.6,23.98,7.26,2839,11.81,14.1,12,18.43,0
15.324,-7.49,0.51,off,199.4,0.375,0.00,5.9,1,89.6,24.17,7.26,2898,11.85,14.1,12,18.43,0
15.423,-8.50,0.47,on,199.4,0.375,0.00,8.7,1,89.6,16.07,6.56,2897,4.13,8.6,12,13.33,0
15.518,-9.60,0.35,on,199.4,0.375,0.00,12.0,1,89.6,12.78,5.43,2826,0.00,8.2,14,0.00,0
15.617,-10.18,0.29,on,199.4,0.375,0.00,14.1,1,89.6,11.99,4.74,2842,0.00,8.2,14,0.00,0
15.715,-10.40,0.26,on,199.4,0.375,0.00,14.8,1,89.6,11.99,4.40,2799,0.00,8.2,14,0.00,0
15.813,-10.43,0.26,on,199.4,0.375,0.00,15.8,1,89.6,11.93,4.30,2741,0.00,7.8,14,0.00,0
15.911,-10.40,0.26,on,199.4,0.375,0.00,19.1,1,89.6,11.99,4.36,2636,0.00,7.8,15,0.00,0
16.008,-10.40,0.27,on,199.4,0.375,0.00,19.8,1,89.6,11.88,4.35,2539,0.00,7.8,15,0.00,0
16.113,-10.40,0.28,on,199.4,0.375,0.00,20.2,1,89.6,11.57,4.36,2399,0.00,7.5,15,0.00,0
16.203,-10.39,0.29,on,199.4,0.375,0.00,21.2,2,89.6,11.04,4.37,2199,0.00,7.1,15,0.00,0
16.301,-10.22,0.30,on,199.4,0.375,0.00,22.3,2,89.6,10.50,4.42,1970,0.00,7.1,15,0.00,0
16.403,-9.87,0.32,on,199.4,0.375,0.00,23.1,2,89.6,10.21,4.76,1786,0.00,6.7,15,0.00,0
16.503,-9.77,0.33,on,199.4,0.375,0.00,24.0,2,89.6,9.81,4.96,1726,0.00,6.3,15,0.00,0
16.596,-9.82,0.33,on,199.4,0.375,0.00,25.4,2,89.6,9.28,4.97,1842,0.00,5.9,15,0.00,0
16.696,-9.94,0.31,on,199.4,0.375,0.00,26.8,2,89.6,8.80,4.84,1798,0.00,5.5,15,0.00,0
16.794,-10.06,0.30,off,199.4,0.375,0.00,28.0,2,89.6,8.39,4.73,1765,0.62,5.5,15,6.27,0
16.889,-10.18,0.29,off,199.4,0.375,0.00,24.0,2,89.6,9.41,4.57,1836,5.86,7.8,14,9.41,0
16.991,-9.59,0.33,off,199.4,0.375,0.00,17.9,2,89.6,12.68,4.93,1814,7.59,9.4,14,10.59,0
17.085,-8.85,0.38,off,199.4,0.375,0.00,16.2,2,89.6,13.83,5.69,1730,7.59,9.8,14,10.98,0
17.183,-8.34,0.44,off,199.4,0.375,0.00,15.8,2,89.6,14.29,6.27,1793,7.59,10.2,14,10.98,0
17.287,-7.85,0.47,off,199.4,0.375,0.00,13.6,2,89.6,16.42,6.67,1776,9.28,11.4,14,13.33,0
17.379,-7.34,0.52,off,199.4,0.375,0.00,11.8,2,89.6,17.09,7.25,1815,9.27,11.4,14,12.94,0
17.488,-7.05,0.54,off,199.4,0.375,0.00,10.3,2,89.6,17.09,7.63,1829,9.28,11.4,14,13.33,0
17.583,-6.95,0.55,off,199.4,0.375,0.00,9.6,2,89.6,17.02,7.77,1851,9.28,11.4,14,13.33,0
17.678,-6.93,0.55,off,199.4,0.375,0.00,9.6,2,89.6,17.25,7.80,1876,9.29,11.4,14,13.73,0
17.773,-6.92,0.55,off,199.4,0.375,0.00,9.4,2,89.6,17.29,7.81,1882,9.57,11.4,14,13.73,0
17.876,-6.93,0.55,off,199.4,0.375,0.00,9.2,2,89.6,17.30,7.81,1906,9.58,11.4,14,13.73,0
17.969,-6.94,0.55,off,199.4,0.375,0.00,8.7,2,89.6,17.79,7.79,1914,9.30,11.4,14,14.12,0
18.066,-6.94,0.55,off,201.2,0.375,0.00,8.7,2,89.6,17.66,7.80,1955,9.59,11.4,14,14.12,0
18.165,-7.04,0.54,off,201.2,0.375,0.00,8.9,2,89.6,17.26,7.68,1974,9.60,11.4,14,14.12,0
18.269,-7.18,0.53,off,201.2,0.375,0.00,8.7,2,89.6,17.34,7.60,2005,9.31,11.8,14,14.51,0
18.367,-7.12,0.53,off,201.2,0.375,0.00,8.7,2,89.6,18.05,7.59,2006,9.61,12.2,15,15.29,0
18.461,-7.00,0.54,off,201.2,0.375,0.00,8.7,2,89.6,18.53,7.76,2052,9.61,11.8,15,15.29,0
18.556,-7.15,0.54,off,201.2,0.375,0.00,9.2,2,89.6,17.87,7.71,2059,9.63,11.8,15,14.90,0
18.660,-7.10,0.53,off,201.2,0.375,0.00,8.7,2,89.6,18.51,7.63,2086,9.63,11.8,15,15.29,0
18.756,-7.20,0.53,off,201.2,0.375,0.00,9.2,2,89.6,18.24,7.65,2108,9.35,11.4,16,14.51,0
18.856,-7.39,0.52,off,201.2,0.375,0.00,9.4,2,89.6,17.56,7.48,2111,9.35,11.8,16,14.51,0
18.951,-7.43,0.51,off,201.2,0.375,0.00,8.7,2,87.8,18.59,7.35,2153,9.66,12.2,16,15.69,0
19.047,-7.31,0.52,off,201.2,0.375,0.00,9.2,2,87.8,18.40,7.48,2148,9.67,11.4,16,15.29,0
19.144,-7.55,0.51,off,201.2,0.375,0.00,9.6,2,87.8,18.03,7.35,2197,9.67,11.4,16,14.51,0
19.243,-7.71,0.50,off,201.2,0.375,0.00,9.9,2,87.8,17.98,7.15,2188,9.39,11.4,16,14.51,0
19.342,-7.72,0.50,off,201.2,0.375,0.00,9.6,2,87.8,18.24,7.08,2221,9.69,11.8,16,14.90,0
19.445,-7.59,0.50,off,201.2,0.375,0.00,9.6,2,87.8,18.83,7.14,2239,9.40,11.8,16,14.90,0
19.540,-7.70,0.50,off,201.2,0.375,0.00,10.1,2,87.8,18.38,7.15,2243,9.71,11.4,16,14.51,0
19.635,-7.76,0.49,off,201.2,0.375,0.00,9.9,2,87.8,18.72,6.98,2271,9.72,11.8,16,15.29,0
19.737,-7.72,0.50,off,201.2,0.375,0.00,9.9,2,87.8,19.37,7.00,2289,9.42,11.8,17,15.29,0
19.830,-7.72,0.50,off,201.2,0.375,0.00,10.1,2,87.8,19.11,7.08,2276,9.73,11.8,17,15.29,0
19.938,-7.73,0.50,off,201.2,0.375,0.00,9.9,2,87.8,19.42,7.07,2323,9.74,11.8,17,15.29,0
20.028,-7.79,0.50,off,201.2,0.375,0.00,9.9,2,87.8,19.19,6.98,2330,9.76,11.8,17,15.29,0
20.124,-7.84,0.50,off,201.2,0.375,0.00,9.9,2,87.8,19.26,6.98,2359,9.75,11.8,17,15.29,0
20.230,-7.86,0.49,off,201.2,0.375,0.00,10.1,2,87.8,19.42,6.91,2354,9.77,11.8,17,15.29,0
20.320,-7.83,0.50,off,201.2,0.375,0.00,10.1,2,87.8,19.27,6.88,2352,9.46,11.8,17,15.29,0
20.423,-8.00,0.49,off,201.2,0.375,0.00,10.3,2,87.8,18.97,6.80,2405,9.79,11.8,17,15.29,0
20.522,-8.08,0.48,off,201.2,0.375,0.00,10.3,2,87.8,19.05,6.68,2371,9.80,11.8,17,14.90,0
20.620,-8.05,0.48,off,201.2,0.375,0.00,10.1,2,87.8,19.27,6.68,2425,9.80,11.8,17,15.29,0
20.720,-8.15,0.48,off,201.2,0.375,0.00,10.6,2,87.8,19.05,6.60,2411,9.52,11.8,18,15.29,0
20.814,-8.13,0.47,off,201.2,0.375,0.00,10.6,2,87.8,19.29,6.58,2443,9.51,11.8,18,15.29,0
20.916,-8.14,0.47,off,201.2,0.375,0.00,10.6,2,87.8,19.35,6.58,2451,9.85,11.8,18,15.29,0
